"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.123743420E2,-2.072940275E-2,-5.237848804E-1,-1.739622670E-1
1.123843230E2,-3.163244265E-1,-5.788656519E-1,1.524322343E-1
1.123943040E2,-5.520924208E-1,-5.506695740E-1,2.462905705E-2
1.124042860E2,-6.400107899E-1,-4.632051681E-1,-5.548294294E-1
1.124142670E2,-5.904727404E-1,-3.813920961E-1,-1.513659945E0
1.124242490E2,-4.044888903E-1,-3.045867258E-1,-2.422957528E0
1.124342300E2,-2.027403621E-1,-1.999872006E-1,-3.118003188E0
1.124442110E2,-1.599434213E-1,-4.967816345E-2,-3.693823537E0
1.124541930E2,-2.141370240E-1,1.679852432E-1,-3.982634475E0
1.124641740E2,-3.582037199E-1,4.174425195E-1,-4.129760361E0
1.124741550E2,-5.075590032E-1,6.493254776E-1,-4.178358325E0
1.124841370E2,-6.391038868E-1,9.339960022E-1,-4.124810693E0
1.124941180E2,-6.962266521E-1,1.148092461E0,-3.927259004E0
1.125040990E2,-7.392526576E-1,1.310999544E0,-3.485956775E0
1.125140810E2,-8.160327387E-1,1.481019618E0,-2.853610223E0
1.125240620E2,-8.510275935E-1,1.617058745E0,-2.192881871E0
1.125340440E2,-8.166549555E-1,1.734684697E0,-1.545912017E0
1.125440250E2,-6.186436021E-1,1.791959344E0,-9.362649411E-1
1.125540060E2,-3.443341244E-1,1.787558729E0,-1.793621707E-1
1.125639880E2,-3.415887836E-1,1.889182752E0,7.156880862E-1
1.125739690E2,-5.750217654E-1,1.990736901E0,1.517981622E0
1.125839500E2,-9.119241518E-1,2.018527694E0,2.041077043E0
1.125939320E2,-1.246218826E0,2.019901059E0,2.262663127E0
1.126039130E2,-1.465898718E0,2.116400290E0,2.344489648E0
1.126138950E2,-1.423180422E0,2.067491109E0,2.253874762E0
1.126238760E2,-1.124888590E0,1.865892708E0,2.276411685E0
1.126338570E2,-8.411911149E-1,1.695214529E0,2.546408038E0
1.126438390E2,-7.887251452E-1,1.512764152E0,3.128276746E0
1.126538200E2,-1.069695552E0,1.306281133E0,3.705789279E0
1.126638010E2,-1.591396485E0,1.122470985E0,4.148952677E0
1.126737830E2,-2.146909600E0,1.151236363E0,4.261496961E0
1.126837640E2,-2.569425310E0,1.679379246E0,4.164460078E0
1.126937450E2,-2.100081881E0,1.910860866E0,4.143410686E0
1.127037270E2,-7.720042281E-1,1.381686534E0,4.271933656E0
1.127137080E2,6.407737054E-1,8.839140885E-1,4.568569338E0
1.127236900E2,1.347577386E0,1.008404233E0,4.981071106E0
1.127336710E2,1.369020003E0,1.123422181E0,5.251455714E0
1.127436520E2,1.223870914E0,6.748335173E-1,5.144873251E0
1.127536340E2,1.161078469E0,-4.012578651E-3,4.681528773E0
1.127636150E2,1.108811890E0,-6.483407333E-1,3.916189055E0
1.127735960E2,1.060634779E0,-1.097141578E0,3.069163150E0
1.127835771E2,9.692740814E-1,-1.304333279E0,2.282361812E0
1.127935581E2,8.588043903E-1,-1.379631822E0,1.474883550E0
1.128035391E2,7.757759015E-1,-1.452350135E0,6.222817397E-1
1.128135211E2,6.962029709E-1,-1.387186571E0,-2.399153513E-1
1.128235021E2,6.221052269E-1,-1.257386862E0,-1.013390300E0
1.128334841E2,6.231119712E-1,-1.174579032E0,-1.678911615E0
1.128434651E2,5.974908610E-1,-1.027172334E0,-2.164301265E0
1.128534461E2,5.851538207E-1,-9.495913303E-1,-2.482780391E0
1.128634281E2,5.605285643E-1,-9.568936256E-1,-2.679502360E0
1.128734091E2,5.647402406E-1,-9.667144628E-1,-2.671394611E0
1.128833901E2,5.563596092E-1,-9.706240574E-1,-2.643425624E0
1.128933721E2,5.050614015E-1,-1.002238198E0,-2.700133091E0
1.129033531E2,3.583996747E-1,-9.967794570E-1,-2.916935568E0
1.129133351E2,1.888585971E-1,-8.785028558E-1,-3.258273214E0
1.129233161E2,4.603947770E-2,-7.863426241E-1,-3.724045456E0
1.129332971E2,-6.283629902E-2,-6.950515079E-1,-4.259893069E0
1.129432791E2,-2.233781463E-1,-5.383047594E-1,-4.725945978E0
1.129532601E2,-3.200473487E-1,-3.249131092E-1,-4.978763795E0
1.129632411E2,-4.377460988E-1,-1.218115354E-1,-5.169298825E0
1.129732231E2,-5.151812142E-1,8.200690717E-2,-5.267730854E0
1.129832041E2,-5.818377185E-1,2.533481598E-1,-5.142905079E0
1.129931851E2,-6.956610802E-1,3.757761379E-1,-4.768154688E0
1.130031671E2,-7.926662417E-1,4.710417527E-1,-4.334768420E0
1.130131481E2,-7.461532491E-1,4.566014689E-1,-3.780640072E0
1.130231301E2,-5.966373137E-1,4.081450081E-1,-3.204108701E0
1.130331111E2,-5.111494128E-1,4.919756618E-1,-2.527394646E0
1.130430921E2,-5.117023767E-1,5.295427068E-1,-1.846795117E0
1.130530741E2,-5.841183519E-1,5.409291360E-1,-1.077472860E0
1.130630551E2,-6.214561860E-1,5.529901877E-1,-3.067162818E-1
1.130730361E2,-4.944862735E-1,3.953615329E-1,3.365774274E-1
1.130830181E2,-2.142689883E-1,2.295689955E-1,1.077423744E0
1.130929991E2,1.878896038E-1,3.460586876E-2,2.059834911E0
1.131029811E2,5.748353854E-1,-1.212458172E-1,3.012824643E0
1.131129621E2,8.699592698E-1,-1.981108291E-1,3.877349510E0
1.131229431E2,1.017911002E0,-3.669772477E-1,4.653152236E0
1.131329251E2,1.253389267E0,-5.438401723E-1,5.213151773E0
1.131429061E2,1.530358131E0,-5.627502139E-1,5.471583502E0
1.131528871E2,1.713956756E0,-2.420741433E-1,5.442794736E0
1.131628691E2,1.903334622E0,2.568713996E-1,5.254942408E0
1.131728501E2,2.345962561E0,4.124354026E-1,4.936663842E0
1.131828311E2,2.817769422E0,9.438093111E-2,4.457629530E0
1.131928131E2,2.865880605E0,2.447556764E-2,3.904839025E0
1.132027941E2,2.488142872E0,1.668926910E-1,3.339017415E0
1.132127761E2,2.141613192E0,-1.482729636E-1,2.828802826E0
1.132227571E2,1.741349061E0,-6.293492693E-1,2.279332954E0
1.132327381E2,1.156332577E0,-7.793550552E-1,1.844061543E0
1.132427201E2,4.922740525E-1,-6.236608055E-1,1.429264158E0
1.132527011E2,-1.603730455E-2,-3.691133818E-1,8.654662693E-1
1.132626821E2,-1.404215783E-1,-4.030984224E-1,1.310197306E-1
1.132726641E2,1.086889216E-1,-6.547213612E-1,-6.979827172E-1
1.132826451E2,4.797359411E-1,-7.821153796E-1,-1.436104816E0
1.132926271E2,8.616509610E-1,-7.325325988E-1,-1.824745266E0
1.133026081E2,1.244228580E0,-6.699217831E-1,-1.923661444E0
1.133125891E2,1.488291069E0,-6.373962075E-1,-1.749369979E0
1.133225711E2,1.627574816E0,-7.276048578E-1,-1.281060630E0
1.133325521E2,1.506685679E0,-7.602503745E-1,-8.058521515E-1
1.133425331E2,1.169379834E0,-7.405724473E-1,-4.093156207E-1
1.133525151E2,7.969108086E-1,-7.593163548E-1,-2.731620347E-1
1.133624961E2,4.348618866E-1,-7.418456785E-1,-3.028600430E-1
1.133724771E2,7.800960436E-2,-6.310704703E-1,-4.945183235E-1
1.133824591E2,-1.244250215E-1,-5.350109497E-1,-1.018872065E0
1.133924401E2,-1.430728520E-1,-4.115259413E-1,-1.774023010E0
1.134024221E2,-1.390094391E-1,-2.232376304E-1,-2.560452465E0
1.134124031E2,-6.969570424E-2,-1.169769113E-1,-3.378593125E0
1.134223841E2,-6.174904581E-2,3.821915567E-2,-4.073367475E0
1.134323661E2,-1.324748833E-1,2.813522297E-1,-4.652263459E0
1.134423471E2,-1.056110935E-1,4.455908695E-1,-5.079687907E0
1.134523281E2,-1.032165125E-1,6.729116837E-1,-5.411115106E0
1.134623101E2,-1.537311932E-1,9.165830670E-1,-5.494524468E0
1.134722911E2,-2.580249090E-1,1.091217764E0,-5.375454108E0
1.134822731E2,-3.236752537E-1,1.206572219E0,-4.862643355E0
1.134922541E2,-4.246572527E-1,1.263099299E0,-4.109685701E0
1.135022351E2,-5.232226706E-1,1.234718230E0,-3.136571022E0
1.135122171E2,-7.220234712E-1,1.275798575E0,-2.144135973E0
1.135221981E2,-8.894997143E-1,1.281164418E0,-1.290357703E0
1.135321791E2,-1.008101128E0,1.343798330E0,-3.723547858E-1
1.135421611E2,-1.097575149E0,1.498488467E0,7.818598562E-1
1.135521421E2,-1.006118703E0,1.503981049E0,1.831154984E0
1.135621231E2,-8.843972147E-1,1.572836106E0,2.527146724E0
1.135721051E2,-9.484058073E-1,1.664831958E0,3.177805586E0
1.135820861E2,-1.245007868E0,1.740928207E0,3.678159431E0
1.135920681E2,-1.466207159E0,1.872510879E0,3.963983611E0
1.136020491E2,-1.480193699E0,1.897060121E0,3.998022593E0
1.136120301E2,-1.412711421E0,1.921068058E0,3.913164291E0
1.136220121E2,-1.270664719E0,1.953305366E0,3.819776071E0
1.136319931E2,-1.264387148E0,2.133697816E0,3.763119475E0
1.136419741E2,-1.214039260E0,2.217762358E0,3.873435969E0
1.136519561E2,-9.684388067E-1,1.778872105E0,4.122175353E0
1.136619371E2,-6.972463334E-1,1.163498632E0,4.392835949E0
1.136719181E2,-4.249065634E-1,6.376194249E-1,4.934651231E0
1.136819001E2,-1.148973490E-1,-1.875815286E-1,5.652465949E0
1.136918811E2,-3.304587547E-1,-9.012295943E-1,6.252775607E0
1.137018631E2,-9.915857407E-1,-1.216203826E0,6.600288497E0
1.137118441E2,-1.599346359E0,-1.430547768E0,6.481819814E0
1.137218251E2,-1.883125768E0,-1.549968523E0,5.704751167E0
1.137318071E2,-1.935523983E0,-1.484904800E0,4.425825940E0
1.137417881E2,-1.743036860E0,-1.226997567E0,3.001166464E0
1.137517691E2,-1.193992373E0,-9.519014921E-1,1.644434093E0
1.137617511E2,-5.539023533E-1,-7.419274664E-1,3.594523197E-1
1.137717321E2,6.081659764E-2,-5.708049727E-1,-6.714018595E-1
1.137817141E2,5.948119591E-1,-5.366649809E-1,-1.469258528E0
1.137916955E2,8.905378143E-1,-4.975952746E-1,-2.106765248E0
1.138016765E2,1.019645213E0,-5.599923746E-1,-2.605196528E0
1.138116585E2,9.334703375E-1,-5.390067907E-1,-2.923647587E0
1.138216395E2,8.101630843E-1,-5.094787902E-1,-3.026705348E0
1.138316205E2,6.226572040E-1,-5.588510712E-1,-3.066597977E0
1.138416025E2,2.857122792E-1,-5.634076602E-1,-2.947477915E0
1.138515835E2,-2.051561393E-2,-6.127143062E-1,-2.701930525E0
1.138615645E2,-2.878176422E-1,-6.394211713E-1,-2.401371362E0
1.138715465E2,-5.334718164E-1,-5.927294002E-1,-2.115958241E0
1.138815275E2,-7.432520069E-1,-5.338485964E-1,-1.877501185E0
1.138915095E2,-9.325026233E-1,-4.999742874E-1,-1.943471226E0
1.139014905E2,-1.013431889E0,-4.313095569E-1,-2.342118602E0
1.139114715E2,-9.479019966E-1,-2.848941075E-1,-2.981291778E0
1.139214535E2,-8.176774143E-1,-1.044334643E-1,-3.643124669E0
1.139314345E2,-5.761516667E-1,6.053213060E-2,-4.183809684E0
1.139414155E2,-3.895909888E-1,2.775114130E-1,-4.588827601E0
1.139513975E2,-2.752178427E-1,5.256930462E-1,-4.827495741E0
1.139613785E2,-2.315396534E-1,7.054192060E-1,-4.827342544E0
1.139713605E2,-1.519010878E-1,7.500578736E-1,-4.531716676E0
1.139813415E2,-6.624983042E-2,7.104106817E-1,-4.060282575E0
1.139913225E2,-5.616923064E-2,7.056684436E-1,-3.514708704E0
1.140013045E2,4.467857480E-3,5.876584755E-1,-2.945536639E0
1.140112855E2,3.644459881E-2,3.827033342E-1,-2.257883613E0
1.140212665E2,1.645416717E-1,8.379805550E-2,-1.310991942E0
1.140312485E2,3.797706632E-1,-2.701666524E-1,-2.174392390E-1
1.140412295E2,6.575615001E-1,-5.651806091E-1,1.117741465E0
1.140512105E2,9.465095553E-1,-1.117024889E0,2.420544966E0
1.140611925E2,1.104743105E0,-1.760795584E0,3.440708681E0
1.140711735E2,9.701236819E-1,-1.995005369E0,4.234866986E0
1.140811555E2,8.621773566E-1,-1.996602390E0,4.827861192E0
1.140911365E2,9.615646738E-1,-2.132445342E0,5.066937468E0
1.141011175E2,1.098717403E0,-2.144604042E0,4.881549742E0
1.141110995E2,1.106355328E0,-1.809135540E0,4.441077817E0
1.141210805E2,1.171460128E0,-1.426668433E0,3.955753655E0
1.141310615E2,1.288449464E0,-1.126031647E0,3.448346899E0
1.141410435E2,1.561239616E0,-8.953958273E-1,2.883061479E0
1.141510245E2,2.021862361E0,-8.256524317E-1,2.272014579E0
1.141610055E2,2.150614834E0,-6.896910730E-1,1.801786174E0
1.141709875E2,1.933820104E0,-6.992670581E-1,1.504986770E0
1.141809685E2,1.603732794E0,-1.062929812E0,1.383267036E0
1.141909505E2,1.279894257E0,-1.446637405E0,1.442919161E0
1.142009315E2,8.406101941E-1,-1.459597759E0,1.632212827E0
1.142109125E2,2.902462833E-1,-1.186780929E0,1.701149746E0
1.142208945E2,-1.098296403E-1,-9.566675576E-1,1.451142685E0
1.142308755E2,-3.035128116E-1,-7.827874439E-1,7.566718054E-1
1.142408565E2,-3.676074314E-1,-5.637527190E-1,-2.003641999E-1
1.142508385E2,-3.519522424E-1,-1.823424234E-1,-1.135391285E0
1.142608195E2,-1.543530446E-1,2.724727942E-1,-1.936031229E0
1.142708015E2,3.178388554E-1,4.990388791E-1,-2.608894892E0
1.142807825E2,9.645954318E-1,5.330924052E-1,-3.190140873E0
1.142907635E2,1.481141240E0,6.488263446E-1,-3.494733446E0
1.143007455E2,1.756501682E0,7.722916187E-1,-3.487430858E0
1.143107265E2,1.713008776E0,7.904809910E-1,-3.266249401E0
1.143207075E2,1.371953551E0,6.898691207E-1,-2.762318814E0
1.143306895E2,8.637211677E-1,5.060669399E-1,-2.110398708E0
1.143406705E2,2.855473146E-1,3.026146062E-1,-1.490633025E0
1.143506515E2,-3.210148437E-1,1.718653093E-1,-1.106958615E0
1.143606335E2,-8.625919242E-1,1.049228397E-1,-1.033440403E0
1.143706145E2,-1.274991805E0,1.269108921E-1,-1.293787680E0
1.143805965E2,-1.449449039E0,2.044473837E-1,-1.843790817E0
1.143905775E2,-1.392318818E0,2.825451348E-1,-2.440050108E0
1.144005585E2,-1.206611688E0,4.562545463E-1,-2.942953339E0
1.144105405E2,-1.049710280E0,6.824573363E-1,-3.411961430E0
1.144205215E2,-8.571173955E-1,9.300327594E-1,-3.746573609E0
1.144305025E2,-7.080956959E-1,1.269148098E0,-3.893384330E0
1.144404845E2,-7.113014319E-1,1.612748616E0,-3.810983613E0
1.144504655E2,-8.242140897E-1,1.952347884E0,-3.208820972E0
1.144604465E2,-8.698637409E-1,2.093616030E0,-2.260507843E0
1.144704285E2,-9.285412809E-1,2.119150236E0,-1.364953557E0
1.144804095E2,-9.746782243E-1,2.167017297E0,-6.197551578E-1
1.144903915E2,-8.762495582E-1,2.157313112E0,3.768764377E-2
1.145003725E2,-6.635177663E-1,2.048664682E0,7.460678798E-1
1.145103535E2,-2.893618919E-1,1.970111287E0,1.654610587E0
1.145203355E2,1.644061625E-2,1.923693604E0,2.634234386E0
1.145303165E2,-8.250611320E-2,1.959010786E0,3.497185768E0
1.145402975E2,-4.609307474E-1,1.928954051E0,4.096187988E0
1.145502795E2,-8.908203810E-1,1.768559371E0,4.378156514E0
1.145602605E2,-1.227109248E0,1.715400726E0,4.357155070E0
1.145702425E2,-1.328033652E0,1.691818028E0,4.073366890E0
1.145802235E2,-1.104123592E0,1.559537053E0,3.680316469E0
1.145902045E2,-8.313115132E-1,1.542596061E0,3.295390754E0
1.146001865E2,-6.840821314E-1,1.803853457E0,3.004698182E0
1.146101675E2,-8.895034419E-1,2.481506283E0,2.878617010E0
1.146201485E2,-8.547672533E-1,2.716291872E0,2.948381310E0
1.146301305E2,-6.215796353E-1,2.354225993E0,3.143802273E0
1.146401115E2,-3.945144906E-1,2.036391961E0,3.473675868E0
1.146500925E2,-2.603473500E-1,1.459269145E0,3.707723538E0
1.146600745E2,-2.542498004E-1,5.540072378E-1,3.967652155E0
1.146700555E2,-5.856950536E-1,-2.260735300E-1,4.297986510E0
1.146800375E2,-1.070815732E0,-8.087676463E-1,4.575808775E0
1.146900185E2,-1.404578091E0,-1.562348833E0,4.653783150E0
1.146999995E2,-1.702278843E0,-2.160693533E0,4.508210285E0
1.147099815E2,-2.013177346E0,-2.371022266E0,4.043713320E0
1.147199625E2,-2.080868515E0,-2.328536251E0,3.330789798E0
1.147299435E2,-1.733431931E0,-2.187125872E0,2.474850397E0
1.147399255E2,-1.202919317E0,-1.971876415E0,1.469996447E0
1.147499065E2,-5.838319114E-1,-1.708790302E0,4.775345010E-1
1.147598875E2,-1.034119557E-1,-1.351319312E0,-4.775040954E-1
1.147698695E2,2.178111950E-1,-1.130431750E0,-1.329083228E0
1.147798505E2,5.104416805E-1,-1.022875507E0,-2.098027169E0
1.147898328E2,6.413461478E-1,-9.350338098E-1,-2.693076087E0
1.147998138E2,5.685727251E-1,-9.422786562E-1,-3.099702573E0
1.148097948E2,3.393438182E-1,-8.927625337E-1,-3.360883078E0
1.148197768E2,9.091031626E-2,-8.242118239E-1,-3.538907406E0
1.148297578E2,-1.505372979E-1,-7.727557415E-1,-3.710355955E0
1.148397388E2,-2.603439879E-1,-7.209840555E-1,-3.789615548E0
1.148497208E2,-2.794138777E-1,-6.982680613E-1,-3.826140180E0
1.148597018E2,-2.908782942E-1,-7.389640975E-1,-3.728484077E0
1.148696828E2,-4.031410340E-1,-7.318989068E-1,-3.736767243E0
1.148796648E2,-5.425267415E-1,-7.077558996E-1,-3.822511983E0
1.148896458E2,-5.867656057E-1,-6.723065700E-1,-3.893412396E0
1.148996278E2,-7.052845739E-1,-4.068673915E-1,-3.917035148E0
1.149096088E2,-7.164147489E-1,-1.006174251E-1,-3.888715913E0
1.149195898E2,-6.374586265E-1,2.145739572E-1,-3.810244524E0
1.149295718E2,-5.593384366E-1,4.990858760E-1,-3.548163548E0
1.149395528E2,-4.610702035E-1,6.317146142E-1,-3.118266313E0
1.149495338E2,-2.321525878E-1,6.114850022E-1,-2.618180856E0
1.149595158E2,5.067708716E-2,4.779034603E-1,-2.196125321E0
1.149694968E2,8.676478654E-2,4.059778838E-1,-1.711488792E0
1.149794788E2,4.199207157E-2,3.201096216E-1,-9.953767830E-1
1.149894598E2,3.194889396E-2,9.941874593E-2,-1.545044875E-1
1.149994408E2,5.656157881E-2,-1.562180141E-1,7.019646710E-1
1.150094228E2,4.029371855E-1,-4.537822339E-1,1.571323432E0
1.150194038E2,9.438284607E-1,-7.994365865E-1,2.268945376E0
1.150293848E2,1.234953142E0,-9.316273682E-1,2.847002869E0
1.150393668E2,1.394487551E0,-8.629195145E-1,3.435598215E0
1.150493478E2,1.710050816E0,-9.963567764E-1,3.773560263E0
1.150593288E2,2.022961784E0,-1.217435761E0,3.828472050E0
1.150693108E2,2.274088294E0,-1.398528415E0,3.777615892E0
1.150792918E2,2.432038984E0,-1.567505200E0,3.743609070E0
1.150892738E2,2.422300739E0,-1.363148229E0,3.845603807E0
1.150992548E2,2.409685810E0,-8.909143750E-1,3.911549875E0
1.151092358E2,2.598920127E0,-6.179091918E-1,3.719252493E0
1.151192178E2,3.135517353E0,-8.578213271E-1,3.327385549E0
1.151291988E2,3.571941543E0,-1.143192641E0,2.821203784E0
1.151391798E2,3.626393446E0,-1.230292619E0,2.386045225E0
1.151491618E2,3.449879747E0,-1.622055775E0,2.094593684E0
1.151591428E2,2.909840265E0,-1.973885372E0,1.973111932E0
1.151691238E2,2.074561416E0,-1.935145668E0,2.019818906E0
1.151791058E2,1.332891373E0,-1.746476192E0,1.879861121E0
1.151890868E2,8.337447589E-1,-1.561770397E0,1.399991242E0
1.151990688E2,4.911294235E-1,-1.351280866E0,5.633119851E-1
1.152090498E2,2.535034765E-1,-1.078853534E0,-5.137492311E-1
1.152190308E2,5.206185400E-2,-5.866127010E-1,-1.576657262E0
1.152290128E2,3.532266431E-2,-2.446977890E-1,-2.619811059E0
1.152389938E2,3.002483842E-1,-1.598270617E-1,-3.569489513E0
1.152489748E2,6.298736914E-1,-1.151255366E-1,-4.294461223E0
1.152589568E2,9.108875866E-1,2.684690595E-2,-4.757164262E0
1.152689378E2,1.150696080E0,8.172317103E-2,-4.915044347E0
1.152789188E2,1.145283459E0,1.532811038E-1,-4.770485389E0
1.152889008E2,9.913726097E-1,2.300003739E-1,-4.348791212E0
1.152988818E2,6.974058893E-1,1.957008992E-1,-3.758911818E0
1.153088638E2,2.373092473E-1,1.458124553E-1,-3.041264330E0
1.153188448E2,-2.666023359E-1,1.036451134E-1,-2.210541047E0
1.153288258E2,-5.931007715E-1,4.967129298E-2,-1.619843627E0
1.153388078E2,-8.156906766E-1,1.391450214E-1,-1.416181013E0
1.153487888E2,-8.253393133E-1,2.853231470E-1,-1.431033525E0
1.153587698E2,-7.545421033E-1,3.660617200E-1,-1.695780247E0
1.153687518E2,-7.183609946E-1,5.750856462E-1,-1.941314188E0
1.153787328E2,-7.604295185E-1,8.645616319E-1,-2.102120220E0
1.153887138E2,-8.770810322E-1,1.126371882E0,-2.081477210E0
1.153986958E2,-1.001984575E0,1.377179792E0,-1.803430411E0
1.154086768E2,-1.171943108E0,1.575438994E0,-1.349775354E0
1.154186588E2,-1.329603922E0,1.792568770E0,-8.745651215E-1
1.154286398E2,-1.419698698E0,2.038594023E0,-4.274963683E-1
1.154386208E2,-1.495954138E0,2.160749667E0,-5.880427837E-2
1.154486028E2,-1.464053045E0,2.236677224E0,2.799699479E-1
1.154585838E2,-1.456467013E0,2.271728066E0,6.006482112E-1
1.154685648E2,-1.519299585E0,2.260843766E0,1.052177221E0
1.154785468E2,-1.610199522E0,2.166442808E0,1.556219489E0
1.154885278E2,-1.782218321E0,2.098915069E0,2.193153182E0
1.154985098E2,-2.090425204E0,2.076944887E0,3.090110800E0
1.155084908E2,-2.270047430E0,1.892051104E0,4.058621382E0
1.155184718E2,-2.357688860E0,1.680397977E0,4.721431342E0
1.155284538E2,-2.246402898E0,1.558336473E0,4.879387441E0
1.155384348E2,-2.004121032E0,1.520489493E0,4.600969929E0
1.155484158E2,-1.765245462E0,1.691612644E0,4.155104533E0
1.155583978E2,-1.762126995E0,2.192500779E0,3.802686998E0
1.155683788E2,-1.710970729E0,2.609933943E0,3.598613325E0
1.155783598E2,-1.386537676E0,2.498554425E0,3.489937559E0
1.155883418E2,-8.949811866E-1,2.073536983E0,3.311270038E0
1.155983228E2,-4.246361297E-1,1.811391103E0,3.318361541E0
1.156083048E2,-8.903182514E-2,1.325332970E0,3.433813060E0
1.156182858E2,4.273532577E-2,4.111682379E-1,3.306872932E0
1.156282668E2,-7.754467763E-2,-3.512057722E-1,3.168971613E0
1.156382488E2,-3.545406951E-1,-9.458937704E-1,3.156060376E0
1.156482298E2,-7.227551041E-1,-1.440448712E0,3.026128812E0
1.156582108E2,-1.010003739E0,-1.592556134E0,2.630290439E0
1.156681928E2,-9.649395405E-1,-1.564970870E0,1.922347575E0
1.156781738E2,-6.027516009E-1,-1.527421367E0,1.010273150E0
1.156881548E2,-1.448816882E-1,-1.325413954E0,7.697567046E-2
1.156981368E2,3.436726947E-1,-1.006937679E0,-6.422961742E-1
1.157081178E2,7.139136755E-1,-6.055299785E-1,-1.044468836E0
1.157180998E2,8.808809184E-1,-3.477279215E-1,-1.278643976E0
1.157280808E2,9.228655348E-1,-4.746532854E-1,-1.403151078E0
1.157380618E2,7.335947455E-1,-7.603462688E-1,-1.460554363E0
1.157480438E2,3.453073934E-1,-9.125269266E-1,-1.548338027E0
1.157580248E2,-1.020756476E-1,-1.071877367E0,-1.786328475E0
1.157680058E2,-4.522280440E-1,-1.257764300E0,-2.187154523E0
1.157779878E2,-6.734203184E-1,-1.444289748E0,-2.690451856E0
1.157879690E2,-9.014266455E-1,-1.477891942E0,-3.189421080E0
1.157979500E2,-1.120038909E0,-1.443999580E0,-3.687434869E0
1.158079320E2,-1.261414863E0,-1.518598942E0,-4.212643474E0
1.158179130E2,-1.101551987E0,-1.789938838E0,-4.649245711E0
1.158278950E2,-8.760150848E-1,-1.986455716E0,-4.988597642E0
1.158378760E2,-7.210939832E-1,-1.929413496E0,-4.955298918E0
1.158478570E2,-7.507232136E-1,-1.687890746E0,-4.660142582E0
1.158578390E2,-1.004311475E0,-1.266474166E0,-4.379285027E0
1.158678200E2,-1.263776845E0,-9.196806295E-1,-4.212758079E0
1.158778010E2,-1.443694794E0,-7.511629973E-1,-4.258561658E0
1.158877830E2,-1.466517938E0,-4.625564195E-1,-4.254069242E0
1.158977640E2,-1.102055651E0,-1.373062183E-1,-3.963356790E0
1.159077450E2,-5.154288438E-1,-3.580469415E-2,-3.403720949E0
1.159177270E2,-7.273022644E-2,1.409692065E-1,-2.616315594E0
1.159277080E2,2.471185362E-1,3.417425653E-1,-1.873654886E0
1.159376900E2,5.097428651E-1,4.405103700E-1,-1.046945132E0
1.159476710E2,7.157721399E-1,3.873685353E-1,2.035591185E-1
1.159576520E2,8.728648974E-1,1.709432034E-1,1.736008506E0
1.159676340E2,1.085699966E0,-5.568975896E-2,3.042401029E0
1.159776150E2,1.265522532E0,-1.628104573E-1,3.970851166E0
1.159875960E2,1.411764172E0,-2.675946084E-1,4.542356270E0
1.159975780E2,1.606680960E0,-3.410587335E-1,4.895205914E0
1.160075590E2,1.904048421E0,-4.377218328E-1,5.121184427E0
1.160175410E2,2.165034360E0,-5.415724759E-1,5.180287498E0
1.160275220E2,2.452763125E0,-5.406526358E-1,5.071623427E0
1.160375030E2,2.548596358E0,-2.501126761E-1,4.935933525E0
1.160474850E2,2.538913369E0,2.098624170E-1,4.906590443E0
1.160574660E2,2.779828302E0,2.163776039E-1,4.742637439E0
1.160674470E2,2.993007844E0,6.632752530E-2,4.371032851E0
1.160774290E2,3.070083502E0,6.922080070E-3,3.984315550E0
1.160874100E2,2.963242593E0,-3.185590862E-1,3.592122331E0
1.160973910E2,2.624340020E0,-7.262417988E-1,3.329771213E0
1.161073730E2,2.126587894E0,-1.100394603E0,3.228078192E0
1.161173540E2,1.534254131E0,-1.241156307E0,3.110878941E0
1.161273360E2,1.013149030E0,-1.043908015E0,2.805229776E0
1.161373170E2,8.335495350E-1,-8.111971644E-1,2.116935310E0
1.161472980E2,8.168710832E-1,-5.090266543E-1,1.153639276E0
1.161572800E2,9.224948944E-1,-2.315646502E-1,3.759993553E-2
1.161672610E2,1.128522123E0,1.104992196E-2,-1.052059692E0
1.161772420E2,1.269759132E0,3.022634078E-1,-2.034041088E0
1.161872240E2,1.438787811E0,4.951134239E-1,-2.919052261E0
1.161972050E2,1.761559231E0,5.371657949E-1,-3.595304970E0
1.162071860E2,2.064919942E0,5.303798088E-1,-4.181192470E0
1.162171680E2,2.385693807E0,4.762248708E-1,-4.558263035E0
1.162271490E2,2.471976198E0,3.825701639E-1,-4.716186390E0
1.162371310E2,2.339336789E0,2.873736924E-1,-4.591740099E0
1.162471120E2,2.006364901E0,1.665267283E-1,-4.398655098E0
1.162570930E2,1.429483282E0,4.709924899E-2,-4.085274745E0
1.162670750E2,8.664338373E-1,-4.283282809E-2,-3.660648190E0
1.162770560E2,3.937222660E-1,-2.255850682E-1,-3.295833973E0
1.162870370E2,-4.454715863E-2,-3.598082690E-1,-3.066502667E0
1.162970190E2,-3.217933273E-1,-2.995745657E-1,-3.121927840E0
1.163070000E2,-4.949038012E-1,-1.868633444E-1,-3.351118813E0
1.163169810E2,-6.065483442E-1,-4.075100005E-2,-3.673361206E0
1.163269630E2,-5.525982781E-1,1.563377358E-1,-3.930244008E0
1.163369440E2,-5.226405072E-1,4.935120177E-1,-4.045875036E0
1.163469260E2,-4.690494601E-1,7.611835170E-1,-3.714860065E0
