"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.684596017E1,1.335324546E0,-1.946035230E0,-1.526450729E-1
1.685594017E1,1.200124202E0,-2.282517348E0,-5.061063355E-1
1.686592017E1,1.083317883E0,-2.571099660E0,-8.854362649E-1
1.687590017E1,1.014070478E0,-2.796719154E0,-1.299272953E0
1.688588017E1,8.921080841E-1,-2.953989374E0,-1.797443447E0
1.689586017E1,7.415083672E-1,-3.072819999E0,-2.393229699E0
1.690584017E1,6.200096579E-1,-3.028855954E0,-2.774590366E0
1.691582117E1,5.419934754E-1,-2.990291812E0,-2.963976418E0
1.692580117E1,4.852696364E-1,-2.998096676E0,-2.854906551E0
1.693578117E1,5.004283968E-1,-3.076662204E0,-2.323885229E0
1.694576117E1,4.371435432E-1,-3.210531283E0,-1.901196442E0
1.695574117E1,4.022100842E-1,-3.241654842E0,-1.851319107E0
1.696572117E1,3.803163546E-1,-3.183566848E0,-1.909359155E0
1.697570117E1,3.105690122E-1,-3.073351511E0,-2.071158044E0
1.698568117E1,1.421935770E-1,-2.790203601E0,-2.334335958E0
1.699566117E1,-1.312292071E-1,-2.274358728E0,-2.593112673E0
1.700564117E1,-3.019548575E-1,-1.736969204E0,-2.675963625E0
1.701562117E1,-3.066885075E-1,-1.388064092E0,-2.589576277E0
1.702560117E1,-2.060808764E-1,-1.164082988E0,-2.594828246E0
1.703558117E1,-2.567706813E-1,-9.206242239E-1,-2.719253486E0
1.704556117E1,-2.461402971E-1,-5.657409185E-1,-2.757517081E0
1.705554117E1,-1.734567022E-1,-8.127629757E-4,-2.665340404E0
1.706552217E1,-1.592761078E-1,4.489509720E-1,-2.698684151E0
1.707550217E1,-1.299511519E-1,7.960218126E-1,-2.609811151E0
1.708548217E1,-8.126906164E-2,1.021990385E0,-2.272382954E0
1.709546217E1,-1.888341484E-1,1.027431219E0,-1.765052796E0
1.710544217E1,-3.998388921E-1,1.083951575E0,-1.071599917E0
1.711542217E1,-6.559416021E-1,1.347627672E0,-4.191167235E-1
1.712540217E1,-9.289245658E-1,1.563895129E0,9.042602062E-2
1.713538217E1,-1.153497262E0,1.736507274E0,3.372790933E-1
1.714536217E1,-1.204816958E0,1.835667865E0,3.481660241E-1
1.715534217E1,-1.199251066E0,1.820921187E0,4.611558652E-1
1.716532217E1,-1.108836156E0,1.705036390E0,9.468963486E-1
1.717530217E1,-7.654706955E-1,1.932632827E0,1.443512653E0
1.718528317E1,-8.296969508E-1,2.397215745E0,1.375548127E0
1.719526317E1,-1.692404942E0,2.250322579E0,1.127177117E0
1.720524317E1,-2.608829404E0,1.956470171E0,1.782651161E0
1.721522317E1,-3.032409891E0,2.100778284E0,2.255058239E0
1.722520317E1,-3.342447976E0,2.181797889E0,2.086801100E0
1.723518317E1,-3.028781109E0,-2.714447075E-1,2.027899758E0
1.724516317E1,-3.445358680E0,3.061192811E-1,2.140051693E0
1.725514317E1,-3.209560938E0,1.750421893E0,2.504041452E0
1.726512317E1,-2.628525749E0,4.250083780E-1,2.230560744E0
1.727510317E1,-1.628603780E0,-1.330443875E0,1.639962727E0
1.728508317E1,-5.617040008E-1,-2.309840217E0,5.002690601E-1
1.729506317E1,-8.910277745E-2,-2.604805934E0,-4.534486502E-1
1.730504317E1,2.755431671E-1,-2.469007859E0,-1.146130866E0
1.731502417E1,2.762812319E-1,-2.043076791E0,-1.385504181E0
1.732500417E1,1.079375544E-1,-1.373969963E0,-1.271463595E0
1.733498417E1,1.915444060E-1,-7.699835765E-1,-3.210624254E-1
1.734496417E1,2.620241122E-1,-8.005235839E-1,6.379487693E-1
1.735494417E1,1.967456505E-1,-1.275346146E0,1.400503458E0
1.736492417E1,2.199826682E-1,-1.785306966E0,1.757730328E0
1.737490417E1,1.513306189E-1,-2.296941844E0,1.717886231E0
1.738488417E1,1.027326554E-1,-2.329309691E0,1.942877734E0
1.739486417E1,-7.961364180E-2,-2.172148814E0,1.898385100E0
1.740484417E1,-2.185202430E-1,-1.752951983E0,1.572517433E0
1.741482417E1,-4.568495370E-1,-1.222843412E0,1.016860038E0
1.742480517E1,-8.155370410E-1,-6.238698435E-1,1.905917484E-1
1.743478517E1,-8.866318743E-1,-1.553295296E-1,-7.839028734E-1
1.744476517E1,-7.094805358E-1,1.576260236E-1,-1.632870054E0
1.745474517E1,-3.815727751E-1,4.672434014E-1,-2.251644634E0
1.746472517E1,2.736092006E-1,5.858541709E-1,-2.320405551E0
1.747470517E1,7.104061501E-1,5.168883088E-1,-1.502673027E0
1.748468517E1,7.120137689E-1,2.734362692E-1,-9.138478857E-1
1.749466517E1,5.059871985E-1,1.150287652E-1,-7.213698256E-1
1.750464517E1,4.059373187E-1,3.441758841E-2,-1.046190841E0
1.751462517E1,4.342969725E-1,-3.051895738E-2,-1.417820572E0
1.752460617E1,6.971512431E-1,5.071319371E-2,-1.460157922E0
1.753458617E1,1.131578024E0,2.017505747E-1,-1.226858695E0
1.754456617E1,1.446963534E0,3.585378152E-1,-8.884738934E-1
1.755454617E1,1.440004762E0,4.913310063E-1,-4.974273133E-1
1.756452617E1,1.269805471E0,5.388735473E-1,-2.481464767E-1
1.757450617E1,1.157942681E0,7.533692980E-1,-3.418668187E-1
1.758448617E1,1.000361096E0,1.252767708E0,-7.113131994E-1
1.759446617E1,1.063742428E0,1.745765170E0,-4.259187895E-1
1.760444617E1,1.159780460E0,1.713578587E0,-1.028770816E-1
1.761442617E1,1.218824621E0,1.312077186E0,-4.622340918E-2
1.762440717E1,1.331968536E0,7.740251720E-1,2.626037174E-1
1.763438717E1,1.010383370E0,2.821831191E-1,1.214892953E0
1.764436717E1,1.032855389E0,-1.731541818E-1,1.184288042E0
1.765434717E1,8.951864970E-1,4.880670905E-3,2.032838901E0
1.766432717E1,6.970147106E-1,2.767364377E-1,2.360582939E0
1.767430717E1,7.742833266E-1,9.360140955E-1,2.935242616E0
1.768428717E1,9.943383175E-1,1.769425929E0,3.816008710E0
1.769426825E1,9.251091114E-1,2.118892081E0,4.188993825E0
1.770424825E1,3.007005201E-1,1.977046523E0,3.812570547E0
1.771422825E1,-2.420665419E-1,1.843080381E0,3.748197380E0
1.772420925E1,4.592476264E-3,1.774004006E0,4.135067294E0
1.773418925E1,3.468590252E-1,1.667280918E0,4.263162248E0
1.774416925E1,5.057727519E-1,1.540371196E0,4.448341813E0
1.775414925E1,3.011804304E-1,1.018345816E0,4.466676927E0
1.776412925E1,9.184259632E-1,-2.956352234E-2,4.993495855E0
1.777410925E1,6.442200543E-1,-6.133834469E-1,4.166311891E0
1.778408925E1,-1.011878941E-1,-4.586000472E-1,3.140322011E0
1.779406925E1,-5.710683167E-2,-2.709833622E-1,2.764597474E0
1.780404925E1,9.066634119E-2,-8.548453867E-2,2.326794219E0
1.781403025E1,4.001115185E-1,-3.271166325E-2,1.876369749E0
1.782401025E1,9.122815628E-1,-5.796888667E-1,1.168303508E0
1.783399025E1,1.501331091E0,-1.305621859E0,2.834636593E-1
1.784397025E1,2.745481757E0,-2.532994525E0,-6.540753901E-2
1.785395025E1,2.505726035E0,-3.281219442E0,-1.021862331E0
1.786393025E1,2.047315437E0,-3.278884065E0,-1.310424178E0
1.787391025E1,2.169738591E0,-3.790882639E0,-1.407697288E0
1.788389025E1,2.057060114E0,-4.233126270E0,-1.418963118E0
1.789387025E1,1.866034795E0,-4.135537410E0,-1.233798755E0
1.790385125E1,1.486616573E0,-4.003035995E0,-1.206674107E0
1.791383125E1,1.095362855E0,-3.878969774E0,-1.439224305E0
1.792381125E1,9.265535930E-1,-3.755211700E0,-1.707913805E0
1.793379125E1,1.054788587E0,-3.631575834E0,-1.711047328E0
1.794377125E1,1.005184172E0,-3.710358294E0,-2.164489546E0
1.795375125E1,1.132439026E0,-3.550626980E0,-2.400131752E0
1.796373125E1,1.244612742E0,-3.520124980E0,-2.852625552E0
1.797371125E1,8.716545238E-1,-3.885477140E0,-3.967366226E0
1.798369225E1,8.547334126E-1,-3.756095214E0,-4.799139669E0
1.799367225E1,1.119433357E0,-3.590564048E0,-5.156408638E0
1.800365225E1,9.969682489E-1,-3.299308974E0,-5.008714403E0
1.801363225E1,2.895357004E-1,-2.161429113E0,-4.586861182E0
1.802361225E1,-1.451394407E0,3.818518335E-1,-3.950450816E0
1.803359225E1,-3.815246817E0,2.663043618E0,-3.910569881E0
1.804357225E1,-4.868561321E0,3.563988453E0,-4.039448361E0
1.805355225E1,-3.894768658E0,3.435076643E0,-3.768833959E0
1.806353325E1,-2.376460323E0,2.908979847E0,-3.691429687E0
1.807351325E1,-8.846448442E-1,2.382733946E0,-3.469861144E0
1.808349325E1,1.066875659E0,1.287499584E0,-2.345984781E0
1.809347325E1,4.865321964E-2,1.528312775E0,-1.190757401E0
1.810345325E1,-2.289236383E0,1.899935197E0,4.502800441E-1
1.811343325E1,-3.261524266E0,1.473613242E0,1.141989868E0
1.812341325E1,-2.924080866E0,1.252486457E0,1.255993032E0
1.813339325E1,-1.973337927E0,1.233217250E0,2.139034862E0
1.814337425E1,-1.439074178E0,1.170478965E0,2.887130556E0
1.815335425E1,-1.113663324E0,1.259952474E0,3.814122983E0
1.816333425E1,-9.647047017E-1,1.705583104E0,4.363798676E0
1.817331425E1,-6.467945103E-1,2.127109466E0,5.273554680E0
1.818329425E1,-5.267051992E-1,2.285189818E0,5.259566386E0
1.819327425E1,-4.622565304E-1,2.422524541E0,4.842904909E0
1.820325425E1,-4.930343002E-1,2.603427746E0,4.475015057E0
1.821323425E1,-8.787631300E-1,3.148459581E0,3.759301828E0
1.822321525E1,-7.282405964E-1,3.109722362E0,3.739827676E0
1.823319525E1,9.971914664E-3,2.300716514E0,5.182137557E0
1.824317525E1,2.346907910E-1,1.667640814E0,5.836035776E0
1.825315525E1,7.122317239E-1,1.107493635E0,5.263119739E0
1.826313525E1,-5.351225585E-3,-2.783105081E-1,3.528613967E0
1.827311525E1,-5.023060839E-1,-1.731312315E0,2.249578228E0
1.828309525E1,-5.901856421E-1,-3.375402884E0,1.845537965E0
1.829307525E1,-1.106847444E0,-4.752829136E0,1.820200226E0
1.830305625E1,-1.024114679E0,-4.543507294E0,1.785391751E0
1.831303625E1,-1.263583302E0,-2.667130821E0,1.870971599E0
1.832301625E1,-1.549131787E0,-1.560987893E0,1.581071325E0
1.833299625E1,-1.393592342E0,-1.887569506E0,5.029833376E-1
1.834297625E1,-1.341525810E0,-1.504114366E0,-2.537627274E-1
1.835295625E1,-1.805329879E0,-1.017580415E0,-1.255224123E0
1.836293625E1,-2.741695100E0,-5.205507123E-1,-1.637243772E0
1.837291725E1,-2.506565987E0,-3.604744130E-1,-1.737328808E0
1.838289725E1,-1.134515957E0,-1.108560167E0,-1.710891792E0
1.839287725E1,-5.215269050E-1,-1.131310514E0,-1.887625054E0
1.840285725E1,-3.778871289E-1,-8.546579835E-1,-2.407318565E0
1.841283725E1,1.492833625E-1,-6.222264835E-1,-2.878695363E0
1.842281725E1,7.272763905E-1,4.825999439E-2,-2.732698574E0
1.843279725E1,1.121020584E0,3.699661982E-1,-2.389880413E0
1.844277825E1,1.864621523E0,1.589764380E-1,-3.216436386E0
1.845275825E1,2.130299999E0,2.944505775E-1,-3.285430607E0
1.846273825E1,2.149652236E0,1.146013337E-1,-3.261186297E0
1.847271825E1,1.806630008E0,-5.409677276E-1,-3.285917096E0
1.848269825E1,1.258787562E0,-8.607835266E-1,-3.427326744E0
1.849267825E1,7.072466071E-1,-8.725682974E-1,-3.755223395E0
1.850265825E1,3.122006777E-1,-6.350298393E-1,-3.564915821E0
1.851263925E1,-1.939094585E-1,-2.219117743E-1,-3.132385585E0
1.852261925E1,6.215648711E-1,-1.353555287E0,-2.782044981E0
1.853259925E1,7.862318194E-1,-1.751526432E0,-2.662041990E0
1.854257925E1,-4.614871100E-2,-9.457213506E-1,-2.197073740E0
1.855255925E1,-4.217725289E-1,-9.057293192E-1,-1.903789682E0
1.856253925E1,-1.516583553E-1,-1.100155964E0,-1.585815171E0
1.857251925E1,-3.486419874E-1,-5.888090613E-1,-9.663436031E-1
1.858250025E1,-3.258964647E-1,-2.257455012E-1,-1.624526078E-1
1.859248025E1,-1.578064102E-1,1.054077566E-2,3.808852887E-1
1.860246025E1,-3.031515267E-1,1.416859290E-1,4.244388592E-1
1.861244025E1,-9.101658940E-2,-1.631373167E-2,8.347403204E-1
1.862242025E1,-2.935705715E-1,1.536595649E-1,1.007101035E0
1.863240025E1,-2.963579392E-1,-7.329952598E-2,9.778772360E-1
1.864238125E1,1.331526487E-1,-2.520436460E-1,1.116427011E0
1.865236125E1,5.829763906E-1,4.575393623E-1,1.418618132E0
1.866234125E1,1.127703512E0,1.140842645E0,1.308112189E0
1.867232125E1,1.017270293E0,1.587503262E0,3.750836813E-1
1.868230125E1,8.284739325E-1,1.767481729E0,-8.468463957E-2
1.869228113E1,9.969905414E-1,1.711168365E0,3.338368374E-1
1.870226112E1,1.167328193E0,1.806081539E0,7.540849972E-1
1.871224213E1,1.117192777E0,1.879745931E0,1.020182426E0
1.872222212E1,7.597269756E-1,1.825040551E0,1.456540250E0
1.873220213E1,3.657423889E-1,1.829636462E0,2.324819030E0
1.874218213E1,8.491863053E-1,2.850179077E0,3.904174781E0
1.875216212E1,3.967297813E-1,2.968199862E0,5.484868376E0
1.876214213E1,4.174835231E-1,2.677709604E0,6.701223133E0
1.877212212E1,7.432964458E-1,9.400422424E-1,6.968724478E0
1.878210313E1,3.802600021E-1,-4.723468512E-1,6.524476422E0
1.879208313E1,4.781127540E-1,-1.292825813E0,5.370099812E0
1.880206312E1,5.618221877E-1,-1.404405890E0,4.165697349E0
1.881204313E1,3.164300419E-1,-7.553544277E-1,3.024460017E0
1.882202313E1,-1.159597150E-1,-3.762958091E-1,1.476514338E0
1.883200312E1,-2.292855810E0,6.312355810E-1,-2.655501294E-1
1.884198413E1,-2.124197114E0,3.063987780E-1,-8.986679292E-1
1.885196412E1,-5.831647806E-1,-9.668891484E-1,-1.601757604E0
1.886194413E1,1.298112134E0,-1.998543811E0,-9.110763055E-1
1.887192413E1,1.788893356E0,-1.793625215E0,-1.565124214E-1
1.888190412E1,2.170744020E0,-1.714876669E0,2.838472366E-1
1.889188413E1,2.212201218E0,-1.420088707E0,8.252175450E-3
1.890186512E1,2.149087980E0,-1.579043511E0,9.579961181E-2
1.891184513E1,1.956135126E0,-1.637552505E0,-5.365907943E-1
1.892182513E1,1.038602032E0,-2.146011467E0,-1.356444104E0
1.893180512E1,1.188773368E0,-1.202248057E0,-2.127651502E0
1.894178513E1,1.200884048E0,-4.414671206E-1,-1.737015397E0
1.895176512E1,4.778490812E-1,-8.230327329E-1,-2.963406315E0
1.896174613E1,6.419643447E-2,-1.136103184E0,-3.816592262E0
1.897172613E1,-3.591526499E-1,-6.328763098E-1,-4.486788425E0
1.898170612E1,-5.912942742E-1,-2.794138777E-1,-5.084180907E0
1.899168613E1,-4.703848180E-1,-6.096999934E-1,-5.312784820E0
1.900166612E1,-1.453341530E-1,-1.246800039E0,-4.788756183E0
1.901164612E1,-7.880292535E-3,-1.194073065E0,-3.561575891E0
1.902162713E1,4.962034911E-2,-8.539729822E-1,-2.986632625E0
1.903160712E1,-1.572140872E-2,-6.324819151E-1,-2.653336070E0
1.904158713E1,3.485452160E-2,-1.022514880E0,-2.792416772E0
1.905156712E1,-2.640959269E-1,-1.183009256E0,-3.138725721E0
1.906154712E1,-1.016585365E0,-6.407343829E-1,-3.367790979E0
1.907152713E1,-1.671742198E0,-3.620943841E-1,-3.558403777E0
1.908150812E1,-2.185102443E0,-5.118053243E-1,-3.231709313E0
1.909148813E1,-1.504084252E0,-5.550194639E-1,-1.624160627E0
1.910146813E1,7.319910005E-2,-3.863626680E-1,1.146065962E-1
1.911144812E1,6.655204377E-1,4.996594879E-1,5.096982801E-1
1.912142813E1,8.072008118E-1,1.096056189E0,8.466136765E-1
1.913140812E1,4.906517060E-1,1.146658578E0,7.879894924E-1
1.914138913E1,8.416863741E-1,2.549516125E0,1.312014036E0
1.915136913E1,-1.674220832E-1,3.935277876E0,2.458080583E0
1.916134912E1,-1.744871424E0,3.738824001E0,2.463065334E0
1.917132913E1,-1.840121105E0,4.012373999E0,2.414663252E0
1.918130912E1,-1.177389423E0,4.048444887E0,2.643593439E0
1.919128913E1,-6.149312049E-1,5.193282934E0,3.051724414E0
1.920127013E1,-5.709901102E-2,5.559792259E0,3.769043874E0
1.921125012E1,7.460992355E-2,6.309559087E0,3.569736850E0
1.922123013E1,5.215566162E-1,6.672243163E0,4.698295079E0
1.923121012E1,1.663612521E0,6.336007798E0,5.635414883E0
1.924119013E1,2.996808534E0,5.486651777E0,5.925435610E0
1.925117113E1,3.907287839E0,3.932873208E0,5.828413931E0
1.926115112E1,3.498287383E0,1.819239236E0,5.484435682E0
1.927113113E1,2.501343254E0,-7.799834847E-2,4.717685616E0
1.928111112E1,1.348351265E0,-1.447489344E0,3.643743889E0
1.929109112E1,2.354242694E-1,-2.503269912E0,2.445256469E0
1.930107113E1,-4.683279868E-1,-3.238028107E0,1.410537865E0
1.931105212E1,-7.799974450E-1,-3.581169619E0,5.368042177E-1
1.932103213E1,-1.013146033E0,-3.688255526E0,-1.897608590E-1
1.933101213E1,-1.220527915E0,-3.926990909E0,-8.228722268E-1
1.934099212E1,-1.192051463E0,-3.726078241E0,-1.317532638E0
1.935097213E1,-1.140303824E0,-3.370880063E0,-1.432215248E0
1.936095312E1,-1.231044717E0,-3.418184914E0,-1.700308331E0
1.937093313E1,-1.178212492E0,-3.343008724E0,-1.972749989E0
1.938091313E1,-1.124006976E0,-3.140348615E0,-2.216426854E0
1.939089312E1,-1.016527039E0,-2.953978557E0,-2.323378276E0
1.940087313E1,-9.765525493E-1,-2.585010771E0,-2.452200038E0
1.941085412E1,-9.745864961E-1,-2.140933160E0,-2.704057158E0
1.942083413E1,-8.692524876E-1,-1.779226739E0,-2.668737636E0
1.943081413E1,-7.891037524E-1,-1.365430397E0,-2.418656316E0
1.944079412E1,-6.572013116E-1,-1.046394324E0,-2.150303031E0
1.945077413E1,-5.798860641E-1,-8.899739966E-1,-1.561684297E0
1.946075412E1,-6.547013345E-1,-8.561691964E-1,-1.118341974E0
1.947073513E1,-5.115676349E-1,-9.136677915E-1,-8.083664542E-1
1.948071513E1,-2.021296205E-1,-8.859990594E-1,-7.658957881E-1
1.949069512E1,2.033706554E-1,-9.500801575E-1,-1.112225786E0
1.950067513E1,3.057881825E-1,-1.020649326E0,-1.778106120E0
1.951065512E1,-1.053466349E-1,-1.096035723E0,-2.570810223E0
1.952063613E1,-6.951405318E-1,-1.333502261E0,-3.200593940E0
1.953061613E1,-1.296374780E0,-1.553633558E0,-3.469973996E0
1.954059612E1,-1.690521554E0,-1.740084308E0,-3.455803269E0
1.955057613E1,-1.491903187E0,-1.811994828E0,-3.280365164E0
1.956055613E1,-1.278869971E0,-1.467190661E0,-3.149727842E0
1.957053712E1,-1.316858161E0,-1.167013320E0,-3.067009036E0
1.958051713E1,-1.479763928E0,-9.824377719E-1,-2.987522571E0
1.959049712E1,-1.581098953E0,-5.902255493E-1,-2.544812332E0
1.960047713E1,-1.480003226E0,-1.598897731E-1,-1.676001456E0
1.961045713E1,-1.263050036E0,3.607942557E-1,-9.642976624E-1
1.962043712E1,-1.256098136E0,8.021947181E-1,-5.424438572E-1
1.963041813E1,-1.528921178E0,1.301757435E0,-4.639596051E-1
1.964039812E1,-1.674113390E0,1.852235366E0,-3.832814777E-1
1.965037813E1,-1.785969456E0,2.436806658E0,-2.524921274E-1
1.966035813E1,-1.487786308E0,2.862818711E0,6.073152065E-2
1.967033912E1,-1.564538615E0,3.531784035E0,1.216168815E0
1.968031913E1,-8.671885666E-1,3.900101903E0,2.583377643E0
1.969029825E1,-2.940988675E-1,4.027318605E0,4.144395942E0
1.970027825E1,1.604486939E-1,4.200432733E0,5.488606501E0
1.971025825E1,3.218342944E-1,4.705397108E0,6.357122678E0
1.972023925E1,6.855714903E-1,5.719064566E0,7.221355185E0
1.973021925E1,2.045534960E0,5.620634876E0,7.542253888E0
1.974019925E1,3.692565216E0,5.018217298E0,7.517215526E0
1.975017925E1,4.302731233E0,4.222987783E0,6.559984809E0
1.976015925E1,4.051117650E0,2.685169482E0,4.958182181E0
1.977014025E1,3.303694385E0,1.363692897E0,2.882404836E0
1.978012025E1,1.931018996E0,4.508682740E-1,1.235754064E0
1.979010025E1,1.255810306E0,-6.344971579E-1,8.745434868E-1
1.980008025E1,4.799241849E-1,-1.570123583E0,3.932948345E-1
1.981006025E1,-1.894073217E-1,-2.534727347E0,8.508341968E-2
1.982004125E1,-5.402309419E-1,-3.073070260E0,8.762461960E-2
1.983002125E1,-5.763322726E-1,-3.154482505E0,3.438987261E-1
1.984000125E1,-4.163431333E-1,-3.035449567E0,5.210991812E-1
1.984998125E1,-2.276453712E-1,-2.794476746E0,4.104692763E-1
1.985996125E1,2.340920727E-1,-2.607020567E0,2.843793333E-2
1.986994225E1,6.918750080E-1,-2.455725617E0,-6.966039437E-1
1.987992225E1,7.942995152E-1,-2.222257113E0,-1.394950942E0
1.988990225E1,6.470287643E-1,-1.978161295E0,-2.075243493E0
1.989988225E1,5.037768779E-1,-1.839646896E0,-2.493478457E0
1.990986225E1,6.822647437E-1,-1.595093240E0,-2.836807079E0
1.991984325E1,1.067015261E0,-1.228616076E0,-3.008626927E0
1.992982325E1,1.141574935E0,-7.115236992E-1,-2.905907720E0
1.993980325E1,1.011627584E0,-2.962105894E-1,-2.513427987E0
1.994978325E1,9.765437054E-1,-4.827958256E-2,-2.222170574E0
1.995976325E1,6.191729213E-1,2.549824566E-2,-1.955187877E0
1.996974425E1,2.324816398E-1,9.657144427E-2,-1.736707249E0
1.997972425E1,-4.238076523E-2,2.656173724E-1,-1.809696288E0
1.998970425E1,-4.707371128E-1,1.090877017E-1,-1.971898634E0
1.999968425E1,-7.824788571E-1,4.812813967E-1,-1.982603132E0
2.000966525E1,-1.321922143E0,4.914055583E-1,-2.173758552E0
2.001964525E1,-1.748530611E0,-2.389657634E-1,-2.263220367E0
2.002962525E1,-2.282649203E0,-5.080888340E-1,-2.632894204E0
2.003960525E1,-1.177299230E0,-2.718966973E-1,-2.296917871E0
2.004958525E1,-8.387165002E-1,-1.219214630E-1,-1.580207691E0
2.005956625E1,-3.467490245E-1,-4.739905035E-1,-1.699438850E0
2.006954625E1,-2.145822895E-1,-6.014504492E-2,-1.753682885E0
2.007952625E1,-3.491436055E-1,2.746761712E-1,-1.575574358E0
2.008950625E1,-5.020210321E-1,3.759201255E-1,-1.719699453E0
2.009948725E1,-7.644525491E-1,5.491587996E-1,-1.808475389E0
2.010946725E1,-8.287166651E-1,6.519370633E-1,-1.934388161E0
2.011944725E1,-8.811247473E-1,9.626773989E-1,-1.922064570E0
2.012942725E1,-1.079218473E0,1.037198408E0,-1.599925087E0
2.013940725E1,-1.084195258E0,9.493191424E-1,-1.116436951E0
2.014938825E1,-1.334700355E0,7.375324067E-1,-5.467497468E-1
2.015936825E1,-1.015712814E0,9.070680392E-1,-2.444136143E-2
2.016934825E1,-3.948357585E-1,1.229535258E0,4.405824369E-1
2.017932825E1,-4.401571982E-1,5.312917551E-1,1.247996964E0
2.018930825E1,3.682848313E-1,1.041598146E0,2.325278621E0
2.019928925E1,8.201823615E-1,1.345857720E0,3.339275862E0
2.020926925E1,8.360117244E-1,1.530528578E0,3.829804630E0
2.021924925E1,3.400737334E-1,2.084626520E0,3.754357422E0
2.022922925E1,-5.740370212E-1,2.755408575E0,3.471771430E0
2.023921025E1,-1.108848435E0,3.009948105E0,3.314836839E0
2.024919025E1,-1.032937761E0,2.953678302E0,3.374370850E0
2.025917025E1,-6.812263513E-1,2.807652570E0,3.886410940E0
2.026915025E1,-3.551423736E-1,2.301605291E0,4.420982691E0
2.027913025E1,1.946633108E-1,1.318912581E0,4.878746586E0
2.028911125E1,6.044694398E-1,4.337107891E-1,4.642339565E0
2.029909125E1,1.574684411E-1,3.668288746E-1,3.424815364E0
2.030907125E1,7.327037761E-1,-1.245719474E0,3.094110296E0
2.031905125E1,9.059826498E-1,-1.899274170E0,1.784812292E0
2.032903225E1,3.921150126E-1,-1.720610449E0,1.021569386E0
2.033901225E1,-1.836122559E-1,-1.521215132E0,8.459038246E-1
2.034899225E1,-6.238077168E-1,-1.393990537E0,7.061132705E-1
2.035897225E1,-8.093922020E-1,-1.355825468E0,3.382696116E-1
2.036895325E1,-6.361789633E-1,-1.370823576E0,-1.908876175E-1
2.037893325E1,-2.798674024E-1,-1.263829763E0,-6.586847502E-1
2.038891325E1,1.339371257E-1,-1.148094069E0,-1.115344107E0
2.039889325E1,7.931145769E-1,-1.274419947E0,-1.376334577E0
2.040887325E1,5.876698045E-1,-1.288752935E0,-1.495923001E0
2.041885425E1,3.675132181E-1,-1.279220804E0,-1.406054805E0
2.042883425E1,3.307414676E-1,-1.253572285E0,-1.289826776E0
2.043881425E1,3.410121019E-1,-1.374440664E0,-1.465662491E0
2.044879425E1,3.221033759E-1,-1.632642305E0,-1.885713599E0
2.045877525E1,2.429887940E-1,-1.895760578E0,-2.328262455E0
2.046875525E1,1.191632583E-1,-2.011292203E0,-2.554200622E0
2.047873525E1,-7.540145382E-2,-1.827020126E0,-2.666703390E0
2.048871525E1,-3.433247488E-1,-1.599382173E0,-2.665226968E0
2.049869625E1,-4.777178843E-1,-1.557317888E0,-2.774147732E0
2.050867625E1,-5.457694611E-1,-1.529148635E0,-3.127907202E0
2.051865625E1,-6.480042992E-1,-1.352801873E0,-3.460876313E0
2.052863625E1,-7.682971665E-1,-1.140936492E0,-3.673338987E0
2.053861725E1,-8.006114383E-1,-9.615772453E-1,-3.778249145E0
2.054859725E1,-8.690762671E-1,-7.974023402E-1,-3.879185536E0
2.055857725E1,-1.018575757E0,-5.547367510E-1,-3.686073638E0
2.056855725E1,-1.215384923E0,-3.748524240E-1,-3.310132170E0
2.057853725E1,-1.379573935E0,-2.791010517E-1,-3.013436846E0
2.058851825E1,-1.416204987E0,-1.884420195E-1,-2.673668593E0
2.059849825E1,-1.200632106E0,9.931495786E-3,-2.266336348E0
2.060847825E1,-9.263075714E-1,4.081792143E-1,-1.920565343E0
2.061845825E1,-5.681477056E-1,6.896641758E-1,-1.402676284E0
2.062843925E1,-2.681699013E-1,9.897470838E-1,-3.344367617E-1
2.063841925E1,-5.809286592E-1,1.234121814E0,5.260839325E-1
2.064839925E1,-9.725286417E-1,1.175969208E0,1.079303039E0
2.065837925E1,-1.381657151E0,1.197545141E0,1.427970754E0
2.066836025E1,-1.692056156E0,1.322187314E0,1.774477923E0
2.067834025E1,-1.793199099E0,1.352534071E0,2.105886996E0
2.068832025E1,-1.675172028E0,1.327919047E0,2.653141358E0
2.069830113E1,-1.075155536E0,1.206667675E0,3.415037066E0
2.070828212E1,-9.714907609E-2,1.081425286E0,4.184540586E0
2.071826213E1,7.398699043E-1,1.009976403E0,4.873823816E0
2.072824213E1,1.114141846E0,1.233082179E0,5.463323725E0
2.073822212E1,9.920774185E-1,1.736117849E0,5.655767287E0
2.074820313E1,1.345813719E0,1.474920972E0,5.699058318E0
2.075818312E1,1.963612545E0,6.943650448E-1,5.627693635E0
2.076816313E1,1.978396645E0,5.634830162E-1,5.289078453E0
2.077814313E1,1.709472965E0,4.978415886E-1,4.769201925E0
2.078812412E1,1.608465823E0,-5.979099602E-2,4.228037438E0
2.079810413E1,1.453702011E0,-6.257158095E-1,3.557513831E0
2.080808412E1,1.173995846E0,-9.957931048E-1,2.729469742E0
2.081806413E1,7.926535971E-1,-1.184096253E0,1.925508580E0
2.082804513E1,3.946882260E-1,-1.252334721E0,1.175000909E0
2.083802512E1,1.413302721E-1,-1.370477421E0,5.377701777E-1
