"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.695568375E0,-2.856740705E1,-1.541765055E1,-1.036317350E1,3.407632696E1
6.705548375E0,-3.122343693E1,-1.452833817E1,-7.829883689E0,3.531688976E1
6.715529375E0,-3.233388166E1,-1.417079028E1,-3.061400679E0,3.543534076E1
6.725509375E0,-3.340047694E1,-1.329139946E1,3.549918590E0,3.612277788E1
6.735489375E0,-3.336714548E1,-1.256572374E1,1.008863386E1,3.705461299E1
6.745469375E0,-3.211051568E1,-1.227961129E1,1.349865518E1,3.693355876E1
6.755450375E0,-2.941584740E1,-1.211960574E1,1.477142446E1,3.507665751E1
6.765430375E0,-2.424566681E1,-1.181869282E1,1.683199612E1,3.179386659E1
6.775410375E0,-1.626431919E1,-1.201837758E1,2.058476485E1,2.885657676E1
6.785391375E0,-7.349702153E0,-1.182479381E1,2.550053309E1,2.905376151E1
6.795371375E0,2.405215321E0,-1.018093333E1,2.854691373E1,3.040333448E1
6.805351375E0,1.230202016E1,-7.072141843E0,2.779798832E1,3.121030350E1
6.815332375E0,1.933431674E1,-4.516049062E0,2.479949169E1,3.176830639E1
6.825312375E0,2.381648118E1,-4.195767240E0,2.004719991E1,3.141209103E1
6.835292375E0,2.690437238E1,-3.967045214E0,1.459873630E1,3.086593272E1
6.845273375E0,3.061909445E1,-2.610473056E0,1.099100191E1,3.263656902E1
6.855253375E0,3.421483972E1,-1.013262246E0,1.003869045E1,3.567151894E1
6.865233375E0,3.702063083E1,2.835934675E-1,9.361003420E0,3.818685529E1
6.875213375E0,3.896707068E1,1.570833435E0,6.900980392E0,3.960459122E1
6.885194375E0,3.962920938E1,1.766522201E0,3.081851023E0,3.978809675E1
6.895174375E0,3.862491501E1,1.380148716E0,-1.080212865E0,3.866465738E1
6.905154375E0,3.640165393E1,1.117385370E0,-3.891672265E0,3.662613919E1
6.915135375E0,3.240379799E1,4.011412132E-1,-4.932416425E0,3.277950228E1
6.925115375E0,2.705452654E1,-1.431061007E0,-5.457522118E0,2.763656798E1
6.935095375E0,2.240659353E1,-4.024130995E0,-6.458170751E0,2.366341128E1
6.945076375E0,1.860737218E1,-6.140602621E0,-6.750871257E0,2.072475724E1
6.955056375E0,1.566611511E1,-7.400483467E0,-5.333674582E0,1.812849698E1
6.965036375E0,1.424563932E1,-8.430330171E0,-2.160702889E0,1.669363182E1
6.975017375E0,1.375550115E1,-1.007349659E1,7.209995507E-1,1.706484649E1
6.984997375E0,1.342536384E1,-1.202108016E1,1.027707793E0,1.805001235E1
6.994977375E0,1.159473979E1,-1.287754756E1,-1.697353148E-1,1.732910938E1
7.004957375E0,1.006882817E1,-1.289663054E1,-2.731971180E0,1.658818997E1
7.014938375E0,8.340344446E0,-1.391663989E1,-5.741918993E0,1.721057364E1
7.024918375E0,5.064875740E0,-1.528344759E1,-7.574988356E0,1.779374006E1
7.034898375E0,1.615478388E0,-1.704562298E1,-8.700563335E0,1.920580213E1
7.044879375E0,-2.279004341E0,-1.886332352E1,-8.707972927E0,2.090090016E1
7.054859375E0,-7.144211115E0,-2.002801871E1,-8.053519807E0,2.273808407E1
7.064839375E0,-1.166894446E1,-1.948478665E1,-7.163235615E0,2.381455689E1
7.074820375E0,-1.438317051E1,-1.838470670E1,-6.045630391E0,2.411270788E1
7.084800375E0,-1.648608186E1,-1.792842156E1,-5.790572505E0,2.503497403E1
7.094780375E0,-1.917162849E1,-1.827795408E1,-5.855557290E0,2.712789147E1
7.104761375E0,-2.154944317E1,-1.889148722E1,-4.363588761E0,2.898806129E1
7.114741375E0,-2.312511342E1,-1.943552502E1,-7.942496677E-1,3.021822854E1
7.124721375E0,-2.354423482E1,-1.973447913E1,3.531621190E0,3.092334083E1
7.134702375E0,-2.312367969E1,-1.924710902E1,7.446336747E0,3.099360739E1
7.144682375E0,-2.187414607E1,-1.840015855E1,1.137462252E1,3.076403970E1
7.154662375E0,-1.953367288E1,-1.730720402E1,1.596704558E1,3.059493800E1
7.164643375E0,-1.644841877E1,-1.633226033E1,1.922543924E1,3.011495844E1
7.174623375E0,-1.314570555E1,-1.570465879E1,2.128080805E1,2.953504145E1
7.184603375E0,-9.747321941E0,-1.455990611E1,2.233086975E1,2.838430719E1
7.194584375E0,-4.612824866E0,-1.275008528E1,2.205141728E1,2.588644108E1
7.204564375E0,3.049334072E0,-1.038848843E1,2.215952060E1,2.466299827E1
7.214544375E0,1.012997250E1,-8.348993062E0,2.414383171E1,2.748175099E1
7.224525375E0,1.431748523E1,-7.057876391E0,2.790295753E1,3.214621349E1
7.234505375E0,1.738342013E1,-7.714376037E0,3.144714673E1,3.675075415E1
7.244485375E0,1.995620554E1,-1.056766583E1,3.212049103E1,3.926387201E1
7.254466375E0,2.175269005E1,-1.294916192E1,2.960320388E1,3.895137994E1
7.264446375E0,2.549877424E1,-1.233868805E1,2.529732831E1,3.797875104E1
7.274426375E0,2.992608245E1,-8.493478931E0,2.143422729E1,3.777744956E1
7.284407375E0,3.172152615E1,-4.418160240E0,1.826506565E1,3.686987910E1
7.294387375E0,3.108681791E1,-1.628589308E0,1.516454680E1,3.462666647E1
7.304367375E0,2.865352718E1,-5.096614426E-1,1.155349353E1,3.089931371E1
7.314348375E0,2.611733014E1,-1.183936039E0,7.123050041E0,2.709713048E1
7.324328375E0,2.440117936E1,-2.226308064E0,2.450270310E0,2.462474013E1
7.334308375E0,2.343513280E1,-2.781652048E0,-1.290661320E0,2.363490732E1
7.344289375E0,2.208817054E1,-2.981298795E0,-3.391967461E0,2.254508513E1
7.354269375E0,2.097518812E1,-2.904163495E0,-4.887633770E0,2.173204192E1
7.364249375E0,2.024510478E1,-2.843811459E0,-6.883618255E0,2.157164183E1
7.374230375E0,2.055044638E1,-2.640584462E0,-8.984133414E0,2.258336082E1
7.384210375E0,2.147609804E1,-2.638255516E0,-1.082385106E1,2.419377876E1
7.394190375E0,2.213935239E1,-2.977434955E0,-1.242752948E1,2.556285453E1
7.404171375E0,2.169961370E1,-3.886488124E0,-1.366788413E1,2.593817807E1
7.414151375E0,1.999563917E1,-5.048753797E0,-1.389259730E1,2.486603628E1
7.424131375E0,1.758468948E1,-5.958106928E0,-1.266474868E1,2.247479035E1
7.434112375E0,1.510645238E1,-6.696596231E0,-1.120365228E1,1.996424626E1
7.444092375E0,1.234308867E1,-7.375695950E0,-1.081720628E1,1.799346216E1
7.454072375E0,9.682148876E0,-7.515718054E0,-1.106324776E1,1.651137413E1
7.464053375E0,7.560584325E0,-7.777727695E0,-1.182330511E1,1.604512471E1
7.474033375E0,5.523477541E0,-7.992701747E0,-1.263283691E1,1.593677049E1
7.484013375E0,3.451452063E0,-8.021211017E0,-1.277320400E1,1.547278540E1
7.493994375E0,1.795703316E0,-8.384219028E0,-1.238505179E1,1.506350514E1
7.503974375E0,2.172693774E-1,-8.921397468E0,-1.153972801E1,1.458779837E1
7.513954375E0,-1.071598747E0,-9.231846027E0,-1.037675190E1,1.393026507E1
7.523935375E0,-2.121469534E0,-9.778050814E0,-8.950028944E0,1.342437815E1
7.533915375E0,-3.074099662E0,-1.005470831E1,-7.196206895E0,1.274098276E1
7.543895375E0,-3.379378406E0,-1.071054722E1,-5.285693500E0,1.241267804E1
7.553876375E0,-3.880545598E0,-1.158635839E1,-3.495494753E0,1.270908409E1
7.563856375E0,-4.563550380E0,-1.181070904E1,-1.882077801E0,1.280082251E1
7.573836375E0,-5.270802981E0,-1.125228825E1,-3.315634400E-1,1.243001565E1
7.583817375E0,-5.464441128E0,-1.060792976E1,1.738022872E0,1.205856601E1
7.593797375E0,-5.676218508E0,-9.965364028E0,4.697048453E0,1.239315137E1
7.603777375E0,-5.731218588E0,-9.115556602E0,7.297873603E0,1.300765920E1
7.613758375E0,-4.752496137E0,-8.358436900E0,9.232153006E0,1.332975379E1
7.623737083E0,-2.671585815E0,-7.116302939E0,1.123755326E1,1.356693560E1
7.633717083E0,6.416620436E-1,-6.805440981E0,1.317297930E1,1.484092790E1
7.643698083E0,2.551479035E0,-6.533534929E0,1.524815029E1,1.678401654E1
7.653678083E0,1.756864648E0,-6.070251262E0,1.797420409E1,1.905273042E1
7.663658083E0,5.873115894E-1,-6.373232342E0,2.085207617E1,2.181220085E1
7.673639083E0,-8.816358671E-3,-6.533485227E0,2.318354114E1,2.408657482E1
7.683619083E0,9.102151568E-1,-6.793431385E0,2.537113654E1,2.628067296E1
7.693600083E0,2.765698505E0,-7.549469937E0,2.719968484E1,2.836311760E1
7.703580083E0,4.097824916E0,-8.279753843E0,2.787033475E1,2.936157441E1
7.713560083E0,4.532444655E0,-9.513082482E0,2.723476346E1,2.920229671E1
7.723541083E0,4.440643077E0,-1.162125340E1,2.507327002E1,2.799002878E1
7.733521083E0,4.266143158E0,-1.414433748E1,2.144982767E1,2.604529453E1
7.743501083E0,3.991487160E0,-1.630082803E1,1.694209685E1,2.384708809E1
7.753482083E0,4.177305826E0,-1.751139931E1,1.216970118E1,2.173017756E1
7.763462083E0,4.212476243E0,-1.780620774E1,7.649945567E0,1.983248994E1
7.773442083E0,3.514757528E0,-1.711294782E1,3.786651009E0,1.787582807E1
7.783423083E0,3.296467519E0,-1.757434810E1,3.456675088E-1,1.788418002E1
7.793403083E0,1.681341718E0,-1.749970839E1,-1.996155078E0,1.769325687E1
7.803383083E0,-1.723881381E0,-1.703860749E1,-3.078266680E0,1.740004706E1
7.813364083E0,-5.528165839E0,-1.693261735E1,-3.528538831E0,1.815832410E1
7.823344083E0,-8.641587734E0,-1.700463633E1,-4.572031766E0,1.961474369E1
7.833325083E0,-1.036690753E1,-1.685946868E1,-4.528430541E0,2.030322977E1
7.843305083E0,-1.056235539E1,-1.719152738E1,-2.763383300E0,2.036536895E1
7.853285083E0,-9.678735856E0,-1.779384789E1,-6.095950359E-1,2.026500818E1
7.863266083E0,-7.082061059E0,-1.777845685E1,9.782923883E-1,1.916210252E1
7.873246083E0,-6.440009884E0,-1.866479651E1,-3.056123275E-1,1.974694293E1
7.883226083E0,-4.738798450E0,-1.917244593E1,-3.613820763E0,2.007731541E1
7.893207083E0,-5.678777835E-1,-1.901044531E1,-6.402322825E0,2.006761704E1
7.903187083E0,1.914445648E0,-1.792372976E1,-9.453852527E0,2.035437344E1
7.913167083E0,3.399374714E0,-1.391477229E1,-1.119539016E1,1.818002742E1
7.923148083E0,5.028792572E0,-1.075747113E1,-1.018154845E1,1.564211842E1
7.933128083E0,6.016748069E0,-9.582964311E0,-9.238075066E0,1.460741227E1
7.943108083E0,5.799847358E0,-9.240529727E0,-9.887448710E0,1.472369726E1
7.953089083E0,4.713880833E0,-9.648316886E0,-1.149072834E1,1.572728613E1
7.963069083E0,3.820985275E0,-9.864104286E0,-1.313671253E1,1.686634809E1
7.973050083E0,4.481204334E0,-9.578229235E0,-1.385361158E1,1.742831665E1
7.983030083E0,5.925732064E0,-9.407781145E0,-1.425974514E1,1.808206233E1
7.993010083E0,7.057723778E0,-8.378571203E0,-1.477287340E1,1.839156624E1
8.002991083E0,8.554536726E0,-7.303683981E0,-1.511301763E1,1.883951168E1
8.012971083E0,9.726825696E0,-6.578142167E0,-1.535731196E1,1.933210085E1
8.022951083E0,1.077316506E1,-6.504988237E0,-1.518966761E1,1.972566753E1
8.032932083E0,1.199244518E1,-6.763677828E0,-1.422924139E1,1.979993408E1
8.042912083E0,1.306637755E1,-6.730517684E0,-1.280658576E1,1.949458205E1
8.052893083E0,1.360509556E1,-6.473947708E0,-1.134832175E1,1.886252980E1
8.062873083E0,1.371121784E1,-6.163182814E0,-1.030239169E1,1.822420346E1
8.072853083E0,1.365293280E1,-5.999156721E0,-9.372105528E0,1.761331364E1
8.082834083E0,1.387336581E1,-5.841951989E0,-7.774899981E0,1.694248363E1
8.092814083E0,1.407908840E1,-5.373442665E0,-5.769399737E0,1.613631276E1
8.102794083E0,1.439394108E1,-5.186182660E0,-3.665743161E0,1.573275893E1
8.112775083E0,1.457320736E1,-5.077510988E0,-1.602034032E0,1.551534736E1
8.122755083E0,1.473939224E1,-5.114652502E0,6.227753909E-1,1.561400663E1
8.132735083E0,1.474039680E1,-5.224697685E0,2.854225935E0,1.589727553E1
8.142716083E0,1.477552219E1,-5.569229665E0,3.309286662E0,1.613331191E1
8.152696083E0,1.472238269E1,-6.657011751E0,3.135726099E0,1.645895306E1
8.162677083E0,1.372388993E1,-7.828617182E0,2.470027614E0,1.599166777E1
8.172657083E0,1.267235707E1,-8.713928316E0,2.311180984E0,1.555193679E1
8.182637083E0,1.197266054E1,-9.098221947E0,2.506403142E0,1.524481222E1
8.192618083E0,1.173693588E1,-8.985106391E0,2.703338535E0,1.502650459E1
8.202598083E0,1.185075077E1,-9.028900282E0,2.520165149E0,1.511001544E1
8.212578083E0,1.155310878E1,-9.079957584E0,1.746877311E0,1.479768673E1
8.222559083E0,1.042402079E1,-9.406303554E0,5.124417937E-1,1.404995917E1
8.232539083E0,8.778029587E0,-1.029590830E1,-8.369681096E-1,1.355581229E1
8.242520083E0,6.976987179E0,-1.165994910E1,-1.813579423E0,1.370845847E1
8.252500083E0,4.521878736E0,-1.313632662E1,-2.312454507E0,1.408395932E1
8.262480083E0,1.318632207E0,-1.381835989E1,-2.595303040E0,1.412166629E1
8.272461083E0,-1.848169797E0,-1.363801304E1,-2.771266809E0,1.403891203E1
8.282441083E0,-4.854646702E0,-1.307414733E1,-3.379224624E0,1.434991575E1
8.292422083E0,-7.560246940E0,-1.252613224E1,-4.606301420E0,1.533881793E1
8.302402083E0,-9.602277664E0,-1.155508865E1,-5.944022155E0,1.615720302E1
8.312382083E0,-1.061037390E1,-1.042852315E1,-6.942289801E0,1.641735414E1
8.322363083E0,-1.122785039E1,-9.512215340E0,-7.292650870E0,1.642344732E1
8.332343083E0,-1.197346628E1,-8.841005269E0,-6.430376596E0,1.621348242E1
8.342323083E0,-1.257693168E1,-9.383839720E0,-4.076803883E0,1.621283406E1
8.352304083E0,-1.319901111E1,-1.064995487E1,-5.276176572E-1,1.696802326E1
8.362284083E0,-1.361090184E1,-1.153360013E1,3.338829427E0,1.815016151E1
8.372265083E0,-1.356469831E1,-1.194633052E1,6.733778676E0,1.928884726E1
8.382245083E0,-1.306120861E1,-1.175352677E1,9.741520334E0,2.009073867E1
8.392225083E0,-1.268564429E1,-1.136355842E1,1.156250526E1,2.058512955E1
8.402206083E0,-1.248686702E1,-1.176638363E1,1.208595151E1,2.098665899E1
8.412186083E0,-1.297385355E1,-1.241646537E1,1.214074109E1,2.167687898E1
8.422167083E0,-1.394380488E1,-1.254797978E1,1.200664572E1,2.227197864E1
8.432147083E0,-1.434742531E1,-1.295459983E1,1.185512098E1,2.267629078E1
8.442127083E0,-1.404884192E1,-1.320217094E1,1.168821571E1,2.254510287E1
8.452108083E0,-1.282810936E1,-1.307353220E1,1.145978605E1,2.160565505E1
8.462088083E0,-1.049561527E1,-1.323488729E1,1.066859930E1,1.997846822E1
8.472068083E0,-7.544198087E0,-1.359881331E1,9.444034467E0,1.819429678E1
8.482049083E0,-4.433710033E0,-1.415635000E1,8.092194461E0,1.689803661E1
8.492029083E0,-1.670966126E0,-1.402272007E1,6.305872418E0,1.546586024E1
8.502010083E0,8.122881818E-1,-1.401930530E1,2.906742117E0,1.434049800E1
8.511990083E0,2.524360526E0,-1.339184409E1,-3.446350367E-1,1.363204525E1
8.521970083E0,3.370849072E0,-1.156209010E1,-2.554502338E0,1.231137820E1
8.531951083E0,2.308207382E0,-1.003862145E1,-4.236969645E0,1.113793759E1
8.541931083E0,1.058810887E-1,-9.414156949E0,-5.059733698E0,1.068823966E1
8.551912083E0,-4.267555261E-1,-8.413934578E0,-6.342268996E0,1.054517858E1
8.561892083E0,-5.783033690E-1,-7.802105321E0,-8.439632506E0,1.150802672E1
8.571872083E0,1.266015744E0,-6.054531022E0,-9.958949633E0,1.172351567E1
8.581853083E0,4.547706472E0,-4.944684468E0,-1.107641920E1,1.295448189E1
8.591833083E0,7.374349337E0,-4.973155146E0,-1.155000976E1,1.457792940E1
8.601814083E0,7.529249681E0,-4.513599079E0,-1.141328782E1,1.439879565E1
8.611794083E0,7.121642032E0,-3.894545002E0,-1.096765280E1,1.364458406E1
8.621775375E0,7.007555838E0,-3.053229488E0,-1.108016259E1,1.346098258E1
8.631756375E0,6.196916571E0,-2.916322780E0,-1.213123001E1,1.393102491E1
8.641736375E0,4.191888489E0,-3.305118767E0,-1.356899251E1,1.458126527E1
8.651717375E0,2.475454707E0,-3.345706045E0,-1.314521789E1,1.378834212E1
8.661697375E0,1.435682647E0,-3.647830508E0,-1.036032824E1,1.107719519E1
8.671677375E0,4.174298018E-1,-3.498519518E0,-7.047460746E0,7.879123645E0
8.681658375E0,2.272140294E-1,-3.495266712E0,-4.552809630E0,5.744265934E0
8.691638375E0,-3.142662066E-1,-3.843356137E0,-3.616464289E0,5.286677936E0
8.701619375E0,-7.444119483E-1,-4.514755658E0,-4.104214461E0,6.146685622E0
8.711599375E0,8.912062973E-1,-5.168993601E0,-5.555956485E0,7.640771949E0
8.721579375E0,4.728164411E0,-4.810466895E0,-7.992416403E0,1.045824318E1
8.731560375E0,8.927946349E0,-4.119088608E0,-1.072979977E1,1.455347794E1
8.741540375E0,1.075351140E1,-3.780227843E0,-1.229829665E1,1.676831030E1
8.751521375E0,1.058470462E1,-2.824181771E0,-1.203843470E1,1.627685118E1
8.761501375E0,1.020273292E1,-2.222743601E0,-1.061106621E1,1.488727894E1
8.771481375E0,1.151892128E1,-2.023113812E0,-8.206970041E0,1.428750833E1
8.781462375E0,1.439783182E1,-1.913770879E0,-6.585797927E0,1.594781535E1
8.791442375E0,1.711882778E1,-1.700807099E0,-6.400129534E0,1.835507198E1
8.801423375E0,1.941286005E1,-7.271123761E-1,-6.392479622E0,2.045120102E1
8.811403375E0,2.179537238E1,-4.783057487E-1,-5.341083004E0,2.244536035E1
8.821383375E0,2.332257156E1,-1.584586963E0,-3.140750319E0,2.358638532E1
8.831364375E0,2.379970903E1,-3.797968003E0,2.625350711E0,2.424341513E1
8.841344375E0,2.318819085E1,-6.728930165E0,8.752155073E0,2.568211273E1
8.851325375E0,2.089114726E1,-8.296498514E0,1.661191511E1,2.795044982E1
8.861305375E0,1.914107562E1,-9.057455744E0,2.384220192E1,3.188838147E1
8.871285375E0,1.804398593E1,-8.937885447E0,3.090353109E1,3.688494894E1
8.881266375E0,1.619928061E1,-7.936025856E0,3.445882766E1,3.889483259E1
8.891246375E0,1.341061015E1,-7.278445644E0,3.377393627E1,3.706074752E1
8.901227375E0,1.061904649E1,-8.586688811E0,2.955652439E1,3.255892362E1
8.911207375E0,7.976938823E0,-1.003739120E1,2.467156865E1,2.780408378E1
8.921188375E0,6.439040415E0,-1.045553261E1,2.141108869E1,2.468226332E1
8.931168375E0,5.722050154E0,-1.001592490E1,1.979616257E1,2.291175817E1
8.941148375E0,5.125421319E0,-8.992478560E0,1.828788031E1,2.101383308E1
8.951129375E0,4.540657069E0,-8.142117988E0,1.697349289E1,1.936520366E1
8.961109375E0,3.946929915E0,-8.073783333E0,1.639808126E1,1.869923266E1
8.971090375E0,3.314232237E0,-8.511095422E0,1.647354309E1,1.883614883E1
8.981070375E0,2.387374004E0,-9.256102617E0,1.746963148E1,1.991388999E1
8.991050375E0,1.237193941E0,-1.002528980E1,1.902859507E1,2.154354926E1
9.001031375E0,-1.737488437E-1,-1.092505935E1,2.031830490E1,2.306990733E1
9.011011375E0,-2.057630949E0,-1.156266079E1,2.099626383E1,2.405768202E1
9.020992375E0,-3.905324344E0,-1.177732611E1,2.061686841E1,2.406267299E1
9.030972375E0,-5.021647274E0,-1.215952819E1,1.966658126E1,2.366105420E1
9.040953375E0,-5.781872433E0,-1.258415299E1,1.847054733E1,2.308575479E1
9.050933375E0,-6.846927561E0,-1.255837262E1,1.697218429E1,2.219567929E1
9.060913375E0,-7.696940224E0,-1.209387098E1,1.544686558E1,2.107392370E1
9.070894375E0,-7.805216040E0,-1.174928170E1,1.447088693E1,2.020825540E1
9.080874375E0,-7.454801762E0,-1.128916430E1,1.404328356E1,1.949956699E1
9.090855375E0,-6.656573210E0,-1.098380983E1,1.346582073E1,1.860866393E1
9.100835375E0,-5.438537378E0,-1.057935325E1,1.362828562E1,1.808951555E1
9.110815375E0,-3.522539880E0,-1.012292427E1,1.419864057E1,1.778997687E1
9.120796375E0,-1.788287146E0,-9.915687253E0,1.440695815E1,1.758065038E1
9.130776375E0,-7.391833681E-1,-9.646495478E0,1.403005599E1,1.704240999E1
9.140757375E0,-5.306554319E-1,-9.286968314E0,1.307919230E1,1.604975536E1
9.150737375E0,-6.842373750E-1,-8.955662152E0,1.237395729E1,1.529009105E1
9.160718375E0,-7.802860782E-1,-8.955187358E0,1.179678448E1,1.483133005E1
9.170698375E0,-9.981015124E-1,-9.003868352E0,1.126288106E1,1.445400781E1
9.180678375E0,-1.531622007E0,-8.629605035E0,1.063180394E1,1.377865030E1
9.190659375E0,-1.741329473E0,-8.427826978E0,9.920435193E0,1.313299396E1
9.200639375E0,-1.099944733E0,-8.303699945E0,9.853125554E0,1.293233909E1
9.210620375E0,-4.147762623E-2,-8.063836634E0,1.034435014E1,1.311612601E1
9.220600375E0,7.186902659E-1,-6.941564746E0,1.112831558E1,1.313549559E1
9.230581375E0,1.437542061E0,-6.463275955E0,1.154122490E1,1.330565051E1
9.240561375E0,2.207516721E0,-6.682251842E0,1.099991657E1,1.305847557E1
9.250541375E0,2.986433820E0,-6.866383002E0,9.600999463E0,1.217559827E1
9.260522375E0,4.314625639E0,-6.489293141E0,7.843217679E0,1.105635489E1
9.270502375E0,6.037596316E0,-5.964057639E0,5.669555606E0,1.020619486E1
9.280483375E0,8.095017496E0,-5.629984574E0,3.473119798E0,1.045411860E1
9.290463375E0,9.248653849E0,-5.165864171E0,7.821381837E-1,1.062240513E1
9.300444375E0,8.742234102E0,-5.650038185E0,-1.679891024E0,1.054379545E1
9.310424375E0,8.279581935E0,-7.797320545E0,-3.744476212E0,1.197375408E1
9.320405375E0,6.981169108E0,-9.889180655E0,-6.766117287E0,1.386769481E1
9.330385375E0,6.894894610E0,-1.034634989E1,-7.637206239E0,1.459155396E1
9.340365375E0,7.031708347E0,-9.511973265E0,-7.339442629E0,1.392084681E1
9.350346375E0,8.039536775E0,-7.539615040E0,-6.109422344E0,1.260178511E1
9.360326375E0,1.038053622E1,-6.251908464E0,-4.666561071E0,1.298532571E1
9.370307375E0,1.268584075E1,-5.282048346E0,-4.470429085E0,1.445044382E1
9.380287375E0,1.449147732E1,-3.916732846E0,-5.335666144E0,1.593151105E1
9.390268375E0,1.612688039E1,-3.109880821E0,-7.065145649E0,1.787914743E1
9.400248375E0,1.735738716E1,-3.215335355E0,-8.767857771E0,1.971021563E1
9.410228375E0,1.731565675E1,-3.384631837E0,-1.018800378E1,2.037358884E1
9.420209375E0,1.665751521E1,-3.036408802E0,-1.088297109E1,2.012788243E1
9.430189375E0,1.652088683E1,-3.845355008E0,-1.144067384E1,2.046009469E1
9.440170375E0,1.611444921E1,-4.816919590E0,-1.182651523E1,2.056075509E1
9.450150375E0,1.490552801E1,-5.171083395E0,-1.130236848E1,1.940768925E1
9.460131375E0,1.366151534E1,-5.551210885E0,-1.065192889E1,1.819111137E1
9.470111375E0,1.233154041E1,-6.426806871E0,-9.613560451E0,1.690536247E1
9.480092375E0,1.145179758E1,-5.997029504E0,-7.828632969E0,1.511276033E1
9.490072375E0,1.197304879E1,-5.454531852E0,-5.792428411E0,1.437560580E1
9.500052375E0,1.400445337E1,-5.365184058E0,-3.799913664E0,1.547091652E1
9.510033375E0,1.597029078E1,-5.133827276E0,-2.357380858E0,1.694000043E1
9.520013375E0,1.679495869E1,-5.036498618E0,-1.202719708E0,1.757508152E1
9.529994375E0,1.664169030E1,-4.682691785E0,-1.464849143E0,1.734990609E1
9.539974375E0,1.615783321E1,-4.266187012E0,-2.917940120E0,1.696438328E1
9.549955375E0,1.549192656E1,-4.421370946E0,-4.684903786E0,1.677786140E1
9.559935375E0,1.425073809E1,-5.524727091E0,-5.511470869E0,1.624753695E1
9.569916375E0,1.205307145E1,-6.581476834E0,-6.569516940E0,1.522336761E1
9.579896375E0,1.006956492E1,-6.108252316E0,-6.746617407E0,1.357290428E1
9.589877375E0,8.016684102E0,-6.089151801E0,-5.801071765E0,1.161883933E1
9.599857375E0,6.044122978E0,-6.372683288E0,-4.248903227E0,9.756828046E0
9.609837375E0,4.733667811E0,-6.841243483E0,-2.331664803E0,8.639842828E0
9.619818375E0,3.679051716E0,-7.259126444E0,-4.525329763E-1,8.150774463E0
9.629797250E0,2.405815538E0,-7.762840683E0,1.002679224E0,8.188712323E0
9.639778250E0,7.030389507E-1,-8.164128662E0,2.484888897E0,8.562822747E0
9.649758250E0,-1.190030738E0,-8.895406010E0,3.337049827E0,9.574984218E0
9.659739250E0,-2.554776280E0,-1.090207043E1,2.069927790E0,1.138712530E1
9.669719250E0,-4.337096196E0,-1.253457562E1,2.008722644E0,1.341495271E1
9.679700250E0,-6.134951288E0,-1.369565490E1,1.367122289E0,1.506909465E1
9.689680250E0,-8.011178949E0,-1.391867706E1,1.381248577E0,1.611882151E1
9.699661250E0,-9.049630415E0,-1.378435014E1,1.873087707E0,1.659555895E1
9.709641250E0,-9.387487798E0,-1.342985451E1,2.410060909E0,1.656183301E1
9.719621250E0,-9.331902997E0,-1.303156790E1,2.203198113E0,1.617900669E1
9.729602250E0,-8.944857666E0,-1.288672302E1,1.339839181E0,1.574399180E1
9.739582250E0,-8.382767165E0,-1.295843561E1,5.479425788E-1,1.544318878E1
9.749563250E0,-7.927360282E0,-1.308868000E1,2.195114923E-1,1.530375021E1
9.759543250E0,-7.647944065E0,-1.335092645E1,1.622649121E-1,1.538715748E1
9.769524250E0,-7.686738002E0,-1.353041141E1,2.380483353E-1,1.556324648E1
9.779504250E0,-7.400682857E0,-1.341887811E1,5.346004021E-1,1.533369473E1
9.789485250E0,-6.713882355E0,-1.365441097E1,6.175080729E-1,1.522827868E1
9.799465250E0,-6.286672500E0,-1.381861716E1,5.393190686E-1,1.519102684E1
9.809446250E0,-6.035352740E0,-1.374321147E1,2.999422459E-1,1.501303799E1
9.819426250E0,-5.878725128E0,-1.387637245E1,-1.132488728E-2,1.507027703E1
9.829407250E0,-5.799467874E0,-1.421095247E1,-3.414492909E-1,1.535257585E1
9.839387250E0,-5.857890329E0,-1.452809960E1,-6.962852705E-1,1.568009471E1
9.849367250E0,-6.045420476E0,-1.497109635E1,-1.138307877E0,1.618569058E1
9.859348250E0,-6.700610345E0,-1.547886037E1,-1.663452162E0,1.694875720E1
9.869328250E0,-7.273063867E0,-1.572121927E1,-1.936673838E0,1.742999997E1
9.879309250E0,-7.450404071E0,-1.604654900E1,-2.340558565E0,1.784596509E1
9.889289250E0,-6.957545187E0,-1.679849742E1,-2.846853765E0,1.840384544E1
9.899270250E0,-5.683777789E0,-1.758756163E1,-3.095573269E0,1.874060373E1
9.909250250E0,-3.683261127E0,-1.812944065E1,-3.133314123E0,1.876328032E1
9.919231250E0,-2.511184995E0,-1.744751146E1,-3.117717260E0,1.790089012E1
9.929211250E0,-1.413218229E0,-1.579800023E1,-2.879263127E0,1.612030252E1
9.939192250E0,5.618671381E-1,-1.483644433E1,-2.246982649E0,1.501614818E1
9.949172250E0,2.722185865E0,-1.436958392E1,-1.490316983E0,1.470089394E1
9.959153250E0,5.226290467E0,-1.368420839E1,-4.690712410E-1,1.465577357E1
9.969133250E0,1.020090274E1,-1.302844198E1,2.811879230E-1,1.654925327E1
9.979114250E0,1.589627906E1,-1.161230365E1,1.142960214E0,1.971911870E1
9.989094250E0,1.926179723E1,-8.901623354E0,2.877585561E0,2.141345907E1
