"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.025755333E0,7.312201913E-1,-2.269249431E0,3.015390401E0,3.844054528E0
8.035734333E0,7.425810389E-1,-1.747763749E0,2.600624591E0,3.220147975E0
8.045714333E0,8.273992874E-1,-1.340481790E0,2.183336291E0,2.692292401E0
8.055693333E0,9.553389971E-1,-1.106496100E0,1.814993865E0,2.330495430E0
8.065673333E0,1.045739290E0,-9.480312932E-1,1.487272046E0,2.050441936E0
8.075652333E0,1.072760881E0,-7.642936510E-1,1.225247276E0,1.798941795E0
8.085632333E0,1.052076502E0,-4.809071749E-1,9.765412203E-1,1.513859119E0
8.095611333E0,1.045337586E0,-7.232654929E-2,7.396674445E-1,1.282602716E0
8.105591333E0,1.081091117E0,4.076392239E-1,5.589732780E-1,1.283502577E0
8.115570333E0,1.131510781E0,8.620088106E-1,4.000996779E-1,1.477652053E0
8.125550333E0,1.257319034E0,1.170773957E0,2.666878514E-1,1.738587134E0
8.135530333E0,1.398179921E0,1.306401878E0,1.656368552E-1,1.920684390E0
8.145509333E0,1.490221381E0,1.327848880E0,7.263586700E-2,1.997302777E0
8.155489333E0,1.507578548E0,1.235975674E0,-4.542000175E-2,1.949997929E0
8.165468333E0,1.314481707E0,1.001708148E0,-3.363640040E-1,1.686541465E0
8.175448333E0,9.456292570E-1,7.033001751E-1,-7.838069791E-1,1.415344201E0
8.185427333E0,5.736555634E-1,4.240102583E-1,-1.090115271E0,1.302772701E0
8.195407333E0,2.737144504E-1,1.799457228E-1,-1.250207943E0,1.292408590E0
8.205386333E0,3.159718394E-2,-5.139527142E-2,-1.322408631E0,1.323784138E0
8.215366333E0,-1.555998172E-1,-2.987272310E-1,-1.259063405E0,1.303337991E0
8.225345333E0,-2.788677478E-1,-4.970758957E-1,-1.092898400E0,1.232590191E0
8.235325333E0,-3.402851468E-1,-6.158603275E-1,-8.450372672E-1,1.099620802E0
8.245305333E0,-3.126137835E-1,-6.035718191E-1,-5.174078339E-1,8.542465598E-1
8.255284333E0,-2.238166510E-1,-4.438136083E-1,-2.254405689E-1,5.457910427E-1
8.265264333E0,-1.247819209E-1,-2.028352332E-1,-2.287606180E-2,2.392404101E-1
8.275243333E0,-6.142456189E-2,3.594809711E-2,1.273454864E-1,1.458839107E-1
8.285223333E0,-2.025782481E-2,2.379395771E-1,2.558431667E-1,3.499733529E-1
8.295202333E0,8.354794085E-2,3.046972382E-1,3.605995435E-1,4.794295528E-1
8.305182333E0,1.673408800E-1,2.799892437E-1,3.981692196E-1,5.147190245E-1
8.315161333E0,2.838726720E-1,2.529903102E-1,3.772471511E-1,5.356334605E-1
8.325141333E0,4.660175326E-1,2.448913318E-1,3.788364244E-1,6.485839510E-1
8.335120333E0,7.323640528E-1,2.556203878E-1,4.313923681E-1,8.875800042E-1
8.345100333E0,1.070224359E0,2.552280396E-1,4.976079923E-1,1.207532710E0
8.355080333E0,1.419351081E0,2.457760155E-1,5.629705077E-1,1.546576585E0
8.365059333E0,1.731991762E0,2.341084814E-1,6.219075179E-1,1.855093314E0
8.375039333E0,1.981164279E0,2.563460273E-1,6.764738806E-1,2.109109313E0
8.385018333E0,2.161420050E0,2.832017040E-1,6.708101213E-1,2.280773127E0
8.394998333E0,2.272696657E0,3.418790978E-1,6.273717409E-1,2.382357386E0
8.404977333E0,2.305842330E0,3.939625865E-1,5.015047230E-1,2.392409320E0
8.414957333E0,2.301383389E0,4.978161532E-1,3.011921248E-1,2.373795089E0
8.424936333E0,2.303485025E0,6.510108644E-1,3.358041331E-2,2.393947796E0
8.434916333E0,2.320956359E0,8.135845095E-1,-3.824710536E-1,2.488984187E0
8.444896333E0,2.355755186E0,8.172618234E-1,-9.410853857E-1,2.665171868E0
8.454875333E0,2.394358650E0,5.956143433E-1,-1.521715216E0,2.898849252E0
8.464855333E0,2.495876108E0,3.599885094E-1,-1.939666443E0,3.181398306E0
8.474834333E0,2.605486550E0,2.618137586E-1,-2.121643196E0,3.370233888E0
8.484814333E0,2.613383800E0,3.150023711E-1,-2.073054588E0,3.350605424E0
8.494793333E0,2.582047402E0,2.461923373E-1,-1.832877866E0,3.176007041E0
8.504773333E0,2.552035398E0,-6.563967347E-2,-1.383456486E0,2.903643416E0
8.514753333E0,2.480185981E0,-5.820604974E-1,-8.053631781E-1,2.671839586E0
8.524732333E0,2.375518044E0,-1.064085660E0,-2.347585456E-1,2.613517906E0
8.534712333E0,2.225290795E0,-1.470996906E0,1.178960936E-1,2.670140540E0
8.544691333E0,1.992250307E0,-1.980743718E0,2.054493771E-1,2.816845116E0
8.554671333E0,1.536957153E0,-2.352426658E0,2.482597665E-1,2.820953985E0
8.564650333E0,1.063360167E0,-2.717543176E0,1.965569316E-1,2.924792366E0
8.574630333E0,7.256151965E-1,-3.439027022E0,-1.192280893E-1,3.516765504E0
8.584609333E0,4.079599437E-1,-4.449888402E0,-6.141353989E-1,4.510554333E0
8.594589333E0,-1.356735295E-1,-5.263075300E0,-1.278412426E0,5.417813882E0
8.604569333E0,-9.510309148E-1,-5.284569080E0,-2.036237302E0,5.742594581E0
8.614548333E0,-1.748015618E0,-4.081934230E0,-2.738139993E0,5.216814764E0
8.624528333E0,-2.064158050E0,-2.494452018E0,-3.394917966E0,4.691322556E0
8.634507333E0,-2.085824907E0,-1.168026350E0,-4.051362648E0,4.704092942E0
8.644487333E0,-1.942731553E0,-1.955823469E-1,-4.512448347E0,4.916772155E0
8.654467333E0,-1.489370319E0,3.555212367E-1,-4.723307129E0,4.965304576E0
8.664446333E0,-7.677446777E-1,5.960675025E-1,-4.593525839E0,4.695232475E0
8.674426333E0,4.125619948E-2,7.560941005E-1,-4.024152045E0,4.094774725E0
8.684405333E0,3.839537613E-1,1.021502143E0,-3.394853647E0,3.565938642E0
8.694385333E0,5.504020639E-1,1.137584576E0,-2.084188564E0,2.437392678E0
8.704364333E0,2.967337690E-1,1.594493608E0,-3.248150222E-1,1.654075450E0
8.714344333E0,-1.609305775E-1,1.894818299E0,1.651300478E0,2.518536937E0
8.724324333E0,-6.712274663E-1,1.825953886E0,3.456251750E0,3.966148013E0
8.734303250E0,-9.523591098E-1,1.374887976E0,4.397328365E0,4.704657434E0
8.744283250E0,-1.045683888E0,7.770680630E-1,4.626160319E0,4.806105374E0
8.754262250E0,-1.075305297E0,2.128012276E-1,4.812569554E0,4.935827343E0
8.764242250E0,-1.017945281E0,-2.452369022E-1,5.171840025E0,5.276768233E0
8.774221250E0,-1.154226044E0,-5.549112904E-1,5.102014915E0,5.260296616E0
8.784201250E0,-1.461864724E0,-6.992585796E-1,4.641908040E0,4.916637193E0
8.794181250E0,-1.686822898E0,-7.369503164E-1,4.262895030E0,4.643354530E0
8.804160250E0,-1.735161245E0,-6.785348779E-1,4.209193032E0,4.603096795E0
8.814140250E0,-1.679856233E0,-4.882512778E-1,4.321487639E0,4.662141320E0
8.824119250E0,-1.176562116E0,-3.303372788E-1,3.372354730E0,3.586948223E0
8.834099250E0,1.012406068E0,-1.036245312E0,-9.708551686E-1,1.743940983E0
8.844078250E0,1.865177009E0,-1.231758662E0,-2.518070969E0,3.367015901E0
8.854058250E0,1.629788279E0,-9.809674895E-1,-1.694721901E0,2.547663513E0
8.864038250E0,1.503429949E0,-4.521903294E-1,-4.024430957E-1,1.620721491E0
8.874017250E0,1.223522859E0,4.101038253E-1,7.931043443E-1,1.514664264E0
8.883997250E0,5.519245327E-1,1.573005676E0,1.568622895E0,2.289005315E0
8.893976250E0,-2.063613966E-1,2.657350768E0,1.825970989E0,3.230830882E0
8.903956250E0,-7.610446456E-1,3.287397026E0,1.799922667E0,3.824380965E0
8.913936250E0,-1.014458002E0,3.381105673E0,1.928502646E0,4.022452370E0
8.923915250E0,-9.882235917E-1,3.110616401E0,2.099322474E0,3.880679722E0
8.933895250E0,-8.619173017E-1,2.827512930E0,2.228865051E0,3.702103486E0
8.943874250E0,-7.113737181E-1,2.581710602E0,2.193465569E0,3.461585389E0
8.953854250E0,-6.014872867E-1,2.363380247E0,2.080968941E0,3.205898452E0
8.963833250E0,-4.615061134E-1,2.146256758E0,1.845234056E0,2.867803111E0
8.973813250E0,-1.111491376E-1,1.845340329E0,1.682480025E0,2.499674798E0
8.983793250E0,4.704292569E-1,1.383046596E0,1.515129350E0,2.104694401E0
8.993772250E0,1.124090664E0,7.968129408E-1,1.133090991E0,1.783924291E0
9.003752250E0,1.820449756E0,4.522061169E-2,3.152492698E-1,1.848097486E0
9.013731250E0,2.488108374E0,-7.252301574E-1,-9.698178725E-1,2.767162584E0
9.023711250E0,2.908749759E0,-9.361895120E-1,-2.436332449E0,3.908067523E0
9.033691250E0,2.867593254E0,-4.297346824E-1,-3.121805048E0,4.260684185E0
9.043670250E0,2.744145668E0,3.444717532E-1,-3.178967428E0,4.213648081E0
9.053650250E0,2.596788817E0,1.170048317E0,-2.885931877E0,4.054741425E0
9.063629250E0,2.136419695E0,1.917670972E0,-2.130891299E0,3.575255067E0
9.073609250E0,1.421191784E0,2.162114407E0,-1.068420639E0,2.799294100E0
9.083589250E0,6.715705517E-1,2.038579112E0,2.890405874E-1,2.165723035E0
9.093568250E0,6.855977297E-2,1.734479460E0,1.239755899E0,2.133099652E0
9.103548250E0,-4.119114920E-1,1.300055310E0,1.673257065E0,2.158611612E0
9.113527250E0,-8.733342826E-1,9.140613091E-1,2.028480971E0,2.390179051E0
9.123507250E0,-1.331943978E0,7.479740721E-1,1.538283447E0,2.167915113E0
9.133487250E0,-2.537639845E0,3.028916180E-1,-1.097398417E0,2.781302321E0
9.143466250E0,-5.520864421E0,-9.129608631E-1,-8.795823834E0,1.042496803E1
9.153446250E0,-8.025642622E0,-2.829367667E0,-1.572250098E1,1.787773191E1
9.163425250E0,-5.188358409E0,-6.161002972E0,-7.055715845E0,1.070794783E1
9.173405250E0,-1.956722625E0,-9.903022184E0,1.931104950E0,1.027753755E1
9.183385250E0,-5.199775390E-1,-1.184063509E1,5.392913893E0,1.302131084E1
9.193364250E0,1.987600163E-1,-1.211577699E1,5.560544211E0,1.333233698E1
9.203344250E0,5.534839851E-1,-1.065012444E1,4.853716410E0,1.171708402E1
9.213323250E0,6.619787791E-1,-7.594578867E0,3.925991328E0,8.574919940E0
9.223303250E0,7.102782422E-1,-4.408542155E0,3.515686358E0,5.683290392E0
9.233283250E0,6.576891156E-1,-1.749325540E0,3.419837630E0,3.897176444E0
9.243262250E0,5.698915645E-1,4.177864820E-1,3.175678954E0,3.253345779E0
9.253242250E0,4.614220597E-1,2.197789439E0,2.943509409E0,3.702355518E0
9.263221250E0,3.079671474E-1,3.584165440E0,2.709632478E0,4.503686693E0
9.273201250E0,1.684999444E-1,4.534537958E0,2.528843586E0,5.194754721E0
9.283181250E0,1.049266769E-1,4.962641852E0,2.368972378E0,5.500077626E0
9.293160250E0,1.421018122E-1,5.003603936E0,2.281852373E0,5.501190374E0
9.303140250E0,2.748534881E-1,4.926814207E0,2.298685338E0,5.443619839E0
9.313119250E0,5.497552156E-1,4.692495811E0,2.233206024E0,5.225797248E0
9.323099250E0,8.006281029E-1,4.261529705E0,2.179405793E0,4.852983659E0
9.333079250E0,1.197974181E0,3.622971656E0,2.228719017E0,4.419078435E0
9.343058250E0,1.581559421E0,2.915223504E0,2.216313418E0,3.988972731E0
9.353038250E0,1.906414935E0,2.253835586E0,2.129312696E0,3.639802922E0
9.363017250E0,2.154527060E0,1.671154114E0,2.055410907E0,3.414594694E0
9.372997250E0,2.254958690E0,1.254399666E0,2.006887203E0,3.268937665E0
9.382977250E0,2.225420164E0,1.008105002E0,2.061875589E0,3.196889355E0
9.392956250E0,2.075889318E0,9.153628993E-1,2.097955248E0,3.090084452E0
9.402936250E0,1.873587497E0,9.196044695E-1,2.031986961E0,2.912897784E0
9.412915250E0,1.675255351E0,9.440025616E-1,2.001406024E0,2.775472464E0
9.422895250E0,1.456731746E0,9.071534085E-1,2.006668518E0,2.640400202E0
9.432875250E0,1.222681152E0,7.518712413E-1,2.053221710E0,2.505190402E0
9.442854250E0,1.024349737E0,6.003763157E-1,2.167681541E0,2.471555657E0
9.452834250E0,8.904724717E-1,5.064612615E-1,2.336175492E0,2.550913593E0
9.462814250E0,7.801182631E-1,4.979465461E-1,2.486880459E0,2.653508938E0
9.472793250E0,6.629643273E-1,3.302659428E-1,2.512096576E0,2.619012505E0
9.482773250E0,4.764783476E-1,4.503525496E-2,2.373255025E0,2.421032673E0
9.492752250E0,3.506999150E-1,-3.239766777E-1,2.102110280E0,2.155648150E0
9.502732250E0,2.745356919E-1,-6.746020406E-1,1.801378623E0,1.943044699E0
9.512712250E0,2.999416246E-1,-8.898813182E-1,1.514356349E0,1.781889135E0
9.522691250E0,4.713678811E-1,-9.821895576E-1,1.218716301E0,1.634672270E0
9.532671250E0,6.998466633E-1,-9.571593815E-1,9.239841802E-1,1.503225266E0
9.542650250E0,9.483543518E-1,-9.697595465E-1,6.270735329E-1,1.494332885E0
9.552630250E0,1.236668861E0,-1.112148603E0,4.242657816E-1,1.716457352E0
9.562610250E0,1.435133301E0,-1.363204070E0,1.261522159E-2,1.979417104E0
9.572589250E0,1.162641065E0,-1.780850219E0,-8.351326686E-1,2.284865055E0
9.582569250E0,2.226039384E-1,-2.180087578E0,-2.042824483E0,2.995908248E0
9.592549250E0,-1.380517091E0,-2.209678583E0,-4.441738552E0,5.149519225E0
9.602528250E0,-3.001436313E0,-1.986000949E0,-6.980397275E0,7.853582993E0
9.612508250E0,-3.706509364E0,-1.792223053E0,-8.125929387E0,9.109390953E0
9.622487250E0,-3.305760791E0,-1.707274704E0,-7.484169402E0,8.357968232E0
9.632467250E0,-1.943845156E0,-1.335715140E0,-5.349635142E0,5.846474585E0
9.642447250E0,-4.438133890E-1,-6.536356795E-1,-3.050370491E0,3.151026826E0
9.652426250E0,5.594928031E-1,-7.098344386E-2,-1.621282188E0,1.716574141E0
9.662406250E0,1.201079125E0,3.378398412E-1,-7.484865806E-1,1.454977314E0
9.672386250E0,1.581537640E0,6.051973450E-1,-7.967766881E-2,1.695250325E0
9.682365250E0,1.849589209E0,7.767803800E-1,2.813826352E-1,2.025720659E0
9.692345250E0,2.146741200E0,8.088593745E-1,3.481081367E-1,2.320329835E0
9.702324250E0,2.437499261E0,6.365641487E-1,4.536989111E-1,2.559777190E0
9.712304250E0,2.659860393E0,3.238310820E-1,5.678241353E-1,2.739004953E0
9.722284250E0,2.892551802E0,-1.069642854E-1,5.800929093E-1,2.952084868E0
9.732263125E0,3.175038099E0,-5.456376064E-1,5.566979071E-1,3.269327131E0
9.742243125E0,3.486671305E0,-8.946427059E-1,4.722456944E-1,3.630465308E0
9.752223125E0,3.795264543E0,-1.060005473E0,1.713526547E-1,3.944237098E0
9.762202125E0,4.054907230E0,-1.002881684E0,-4.658845085E-1,4.202986164E0
9.772182125E0,4.341010323E0,-7.103957713E-1,-1.437780043E0,4.627768817E0
9.782161125E0,4.777154430E0,-6.745400602E-1,-2.086947280E0,5.256572809E0
9.792141125E0,5.466207572E0,-1.333152890E0,-2.247569125E0,6.058736570E0
9.802121125E0,5.849597223E0,-2.063748452E0,-2.131101652E0,6.558844380E0
9.812100125E0,6.064530931E0,-2.945888641E0,-1.878431038E0,6.998949811E0
9.822080125E0,6.299836337E0,-4.018665603E0,-1.773930770E0,7.680132907E0
9.832060125E0,6.051515613E0,-4.453045898E0,-2.211062326E0,7.831938176E0
9.842039125E0,4.938349010E0,-3.557796251E0,-3.092980321E0,6.827278548E0
9.852019125E0,3.717332268E0,-2.443849044E0,-4.165381014E0,6.094370873E0
9.861999125E0,2.731253142E0,-1.596607377E0,-4.787549318E0,5.738425509E0
9.871978125E0,1.846877416E0,-9.247102582E-1,-4.517827785E0,4.967576184E0
9.881958125E0,9.655094978E-1,-2.686421371E-1,-3.173962212E0,3.328425049E0
9.891937125E0,7.987998247E-2,2.236934209E-1,-1.502570701E0,1.521229197E0
9.901917125E0,-4.911969589E-1,-1.715309948E-1,-3.599651571E-1,6.326707271E-1
9.911897125E0,-7.006148413E-1,-1.073668077E0,3.538518566E-1,1.329975726E0
9.921876125E0,-6.902282859E-1,-1.880827666E0,9.958311117E-1,2.237321479E0
9.931856125E0,-8.865785185E-1,-1.390094830E0,1.579145837E0,2.282999492E0
9.941836125E0,-1.323245660E0,-2.418449324E-1,1.879817852E0,2.311532652E0
9.951815125E0,-1.747215280E0,2.162832445E-1,2.139272844E0,2.770564559E0
9.961795125E0,-2.172756632E0,1.499103302E-1,2.322253125E0,3.183740578E0
9.971774125E0,-2.718948554E0,-2.982939523E-1,2.386225173E0,3.629838990E0
9.981754125E0,-3.402115889E0,-1.085764797E0,2.576956816E0,4.403860141E0
9.991734125E0,-3.963397136E0,-2.026276571E0,3.453656756E0,5.634009104E0
1.000171313E1,-4.288824215E0,-3.016963302E0,4.684908464E0,7.031674625E0
1.001169313E1,-4.584199530E0,-3.652616454E0,4.786827772E0,7.567708531E0
1.002167312E1,-4.392031665E0,-3.721848657E0,4.418497624E0,7.257080737E0
1.003165213E1,-3.424182696E0,-3.383408307E0,4.541608119E0,6.618057359E0
1.004163213E1,-2.307031069E0,-2.569967639E0,4.400228584E0,5.593669422E0
1.005161213E1,-1.219065818E0,-1.687873642E0,3.296767774E0,3.899194360E0
1.006159112E1,-4.538661414E-1,-9.407345527E-1,1.843462204E0,2.118803641E0
1.007157113E1,6.073649079E-3,-1.793212402E-1,9.791411117E-1,9.954447815E-1
1.008155113E1,-1.050674486E-1,6.347263688E-1,8.525217032E-1,1.068040255E0
1.009153013E1,-1.002203846E0,1.042211226E0,9.869696563E-1,1.750635853E0
1.010151012E1,-1.910124555E0,1.408154540E0,1.379666905E0,2.744987394E0
1.011148913E1,-2.179828985E0,1.773944072E0,2.177807603E0,3.555471548E0
1.012146913E1,-2.006881649E0,2.073589901E0,3.063852124E0,4.208864320E0
1.013144913E1,-1.719314998E0,2.445565202E0,3.639571609E0,4.709916636E0
1.014142812E1,-1.657622488E0,2.934946747E0,3.829461983E0,5.101607962E0
1.015140813E1,-1.871977320E0,3.410588504E0,3.630580345E0,5.321421490E0
1.016138813E1,-2.115701694E0,3.756145501E0,3.443322387E0,5.517362752E0
1.017136713E1,-2.479657393E0,4.093750284E0,3.278922949E0,5.801622866E0
1.018134712E1,-2.869424602E0,4.385649136E0,3.111319529E0,6.094901566E0
1.019132713E1,-3.187359937E0,4.475325544E0,3.007581737E0,6.263653087E0
1.020130613E1,-3.290554815E0,4.426036440E0,3.115700555E0,6.334440741E0
1.021128613E1,-3.169250233E0,4.248786283E0,3.317955452E0,6.253411893E0
1.022126612E1,-2.826013119E0,3.869376247E0,3.544667498E0,5.960125029E0
1.023124513E1,-2.332763934E0,3.422502206E0,3.488709352E0,5.415385661E0
1.024122513E1,-1.712608242E0,2.881388006E0,2.417642262E0,4.132846227E0
1.025120513E1,-7.952371162E-1,1.911306862E0,9.992657661E-2,2.072554297E0
1.026118412E1,3.289732696E-1,4.691846770E-1,-2.293308238E0,2.363814787E0
1.027116413E1,1.197972865E0,-1.022897873E0,-3.473007531E0,3.813560063E0
1.028114413E1,1.575898001E0,-2.193191773E0,-3.818358121E0,4.676901047E0
1.029112313E1,1.460377339E0,-2.865905163E0,-3.755120484E0,4.944395233E0
1.030110312E1,1.514660111E0,-3.112827233E0,-3.051707457E0,4.614846372E0
1.031108313E1,1.748995757E0,-3.029768119E0,-2.076223487E0,4.068068950E0
1.032106213E1,1.873710727E0,-2.702169092E0,-1.444110239E0,3.591373563E0
1.033104213E1,1.724236307E0,-2.028989679E0,-1.319211373E0,2.971549866E0
1.034102112E1,1.416455247E0,-1.133975090E0,-1.398079787E0,2.290605174E0
1.035100113E1,1.166148371E0,-3.177359444E-1,-1.547132331E0,1.963282100E0
1.036098113E1,1.032106068E0,2.986710978E-1,-1.620128971E0,1.944033242E0
1.037096113E1,9.987705070E-1,5.060121953E-1,-1.929878204E0,2.231147855E0
1.038094012E1,1.073641472E0,-5.230632609E-1,-3.001034317E0,3.229939343E0
1.039092013E1,8.381046622E-1,-4.219237379E0,-2.849293224E0,5.159734039E0
1.040089913E1,2.342393129E-1,-8.957740837E0,-2.649580988E0,9.344317437E0
1.041087913E1,-1.172148930E-1,-1.158736528E1,-1.817120497E0,1.172956522E1
1.042085912E1,-1.098821922E-1,-1.136294329E1,9.243506545E-1,1.140100779E1
1.043083813E1,5.622711807E-1,-1.025886385E1,2.720525841E0,1.062834405E1
1.044081813E1,1.753179001E0,-8.263084601E0,2.704288123E0,8.869350482E0
1.045079813E1,2.095936643E0,-5.358403042E0,2.229475501E0,6.170574899E0
1.046077712E1,1.573889190E0,-2.894823153E0,2.027462386E0,3.868815322E0
1.047075713E1,9.664384742E-1,-1.342055275E0,1.864921485E0,2.492598610E0
1.048073713E1,2.344356331E-1,4.106867927E-1,1.494996217E0,1.568004272E0
1.049071613E1,-5.452245006E-1,2.343677469E0,7.893729436E-1,2.532430351E0
1.050069612E1,-1.149517135E0,4.089221615E0,1.213039970E-1,4.249451461E0
1.051067613E1,-1.703255328E0,5.469398983E0,-5.577425122E-2,5.728744602E0
1.052065513E1,-2.199028025E0,6.547729045E0,-2.723164817E-2,6.907186219E0
1.053063513E1,-2.468971022E0,7.342354542E0,-2.413964510E-2,7.746390827E0
1.054061512E1,-2.467929048E0,7.885580757E0,2.154232561E-2,8.262779298E0
1.055059413E1,-2.479888358E0,8.155019284E0,3.017981887E-2,8.523795904E0
1.056057413E1,-2.510723942E0,7.996296616E0,1.444554627E-1,8.382443657E0
1.057055413E1,-2.302546254E0,6.973159592E0,4.566663730E-1,7.357663904E0
1.058053312E1,-1.708777438E0,5.254472877E0,8.802223027E-1,5.595015357E0
1.059051313E1,-9.773110794E-1,3.054063300E0,1.419755416E0,3.506871117E0
1.060049313E1,-2.458761491E-1,6.346766675E-1,2.039926311E0,2.150481087E0
1.061047313E1,3.948784067E-1,-1.749406816E0,2.664859178E0,3.212137544E0
1.062045212E1,8.330244550E-1,-3.750660228E0,3.132075098E0,4.956942233E0
1.063043213E1,9.101787579E-1,-5.061873779E0,3.187759302E0,6.050851254E0
1.064041113E1,5.984321165E-1,-5.414240443E0,2.918933562E0,6.179991401E0
1.065039113E1,1.562544130E-1,-4.585543220E0,2.650767388E0,5.298885714E0
1.066037112E1,-3.474417002E-1,-3.204720320E0,2.329227830E0,3.976964967E0
1.067035113E1,-5.723020792E-1,-1.939074120E0,1.966847810E0,2.820643263E0
1.068033013E1,-5.512465480E-1,-1.038343878E0,1.729367824E0,2.091110670E0
1.069031013E1,-5.411975232E-1,-3.337117070E-1,1.669054817E0,1.786057739E0
1.070029012E1,-6.732878789E-1,2.411175388E-1,1.593245082E0,1.746391745E0
1.071026913E1,-8.134839374E-1,6.976909411E-1,1.501032883E0,1.844350423E0
1.072024913E1,-8.049777004E-1,1.069195542E0,1.453949348E0,1.976141926E0
1.073022913E1,-7.286158414E-1,1.429451269E0,1.391647119E0,2.123886456E0
1.074020850E1,-6.380322383E-1,1.780146214E0,1.250962234E0,2.267357976E0
1.075018850E1,-5.596386181E-1,2.099135801E0,1.032336302E0,2.405261885E0
1.076016850E1,-4.563873146E-1,2.238049858E0,7.385657559E-1,2.400549088E0
1.077014750E1,-2.799895361E-1,2.250972204E0,4.765451521E-1,2.317836337E0
1.078012750E1,-8.522506848E-2,2.073303387E0,3.189034872E-1,2.099416510E0
1.079010750E1,1.250766206E-1,1.588714805E0,1.998259637E-1,1.606109993E0
1.080008650E1,3.605594900E-1,8.293263835E-1,7.877281219E-2,9.077392534E-1
1.081006650E1,5.726350781E-1,5.968019128E-2,-1.910589409E-1,6.066103995E-1
1.082004650E1,8.357312773E-1,-7.950014734E-1,-1.027382395E0,1.544664590E0
1.083002550E1,1.215656015E0,-1.657578049E0,-2.105730876E0,2.942700640E0
1.084000550E1,1.582149113E0,-1.998329219E0,-3.258295141E0,4.136786520E0
1.084998550E1,1.937759227E0,-2.289365022E0,-4.823327554E0,5.679840818E0
1.085996450E1,2.113519513E0,-2.445987956E0,-6.769594041E0,7.501814800E0
1.086994450E1,1.946747275E0,-2.281587641E0,-8.152036035E0,8.686262639E0
1.087992450E1,1.471359287E0,-1.675538941E0,-7.871000140E0,8.180768429E0
1.088990450E1,1.049930867E0,-8.733769673E-1,-6.328201765E0,6.473892162E0
1.089988350E1,7.979382375E-1,-2.843091667E-1,-4.389623489E0,4.470607510E0
1.090986350E1,4.982957710E-1,-8.432152748E-2,-2.711032009E0,2.757735185E0
1.091984350E1,5.781346768E-2,-3.038914919E-1,-1.457407976E0,1.489875983E0
1.092982250E1,-3.947518145E-1,-8.477410197E-1,-6.860137591E-1,1.159788217E0
1.093980250E1,-7.873226175E-1,-1.470571813E0,-8.086523831E-2,1.670029206E0
1.094978250E1,-9.747653478E-1,-1.802245181E0,4.057324469E-1,2.088749385E0
1.095976150E1,-9.088419382E-1,-1.747658499E0,7.872173676E-1,2.121323898E0
1.096974150E1,-5.151727358E-1,-1.526074169E0,1.279956676E0,2.057327006E0
1.097972150E1,2.777518067E-1,-1.337778622E0,1.651501622E0,2.143421404E0
1.098970050E1,1.176028996E0,-1.220304551E0,1.688757449E0,2.392506869E0
1.099968050E1,1.828475498E0,-1.210072508E0,1.448811400E0,2.628051102E0
1.100966050E1,2.135851638E0,-1.250080912E0,1.028258016E0,2.679902806E0
1.101963950E1,2.447197160E0,-1.695803052E0,1.369270264E-1,2.980481663E0
1.102961950E1,3.372036057E0,-2.687890776E0,-2.188851970E0,4.835954605E0
1.103959950E1,4.648689056E0,-3.676887077E0,-4.213115344E0,7.271873859E0
1.104957950E1,5.693252617E0,-4.132214438E0,-5.409781941E0,8.874348549E0
1.105955850E1,6.190191103E0,-3.556069568E0,-6.005610877E0,9.329065263E0
1.106953850E1,6.207155630E0,-2.284995983E0,-5.823891109E0,8.812927738E0
1.107951850E1,5.920063189E0,-1.013475670E0,-4.830048636E0,7.707376396E0
1.108949750E1,4.951717499E0,1.070011228E-1,-2.712263725E0,5.646886748E0
1.109947750E1,3.527025279E0,9.272947276E-1,-3.682156149E-1,3.665428429E0
1.110945750E1,2.337140867E0,8.756123579E-1,1.167100736E0,2.755185758E0
1.111943650E1,1.605271781E0,9.350399494E-2,1.945884372E0,2.524303167E0
1.112941650E1,7.919360706E-1,-5.672237724E-1,2.758919828E0,2.925840762E0
1.113939650E1,-1.451561053E-1,-5.609017628E-1,3.301822107E0,3.352269426E0
1.114937650E1,-8.800460091E-1,-1.991468096E-1,3.709121608E0,3.817292696E0
1.115935550E1,-1.403429990E0,3.205034316E-2,3.999704837E0,4.238901006E0
1.116933550E1,-1.780794670E0,-7.059752762E-2,3.884990652E0,4.274267894E0
1.117931550E1,-2.234653502E0,-2.268596882E-1,3.293430183E0,3.986455062E0
1.118929450E1,-2.573977659E0,-3.019174719E-1,3.009676502E0,3.971733601E0
1.119927450E1,-2.616799158E0,-3.933305025E-1,3.478020934E0,4.370237561E0
1.120925450E1,-2.482163217E0,-4.031210804E-1,4.045004386E0,4.762950905E0
1.121923350E1,-2.432018958E0,-3.335210878E-1,4.067768766E0,4.751073064E0
1.122921350E1,-2.223024852E0,-2.064453042E-1,4.131896349E0,4.696490881E0
1.123919350E1,-2.044174898E0,1.415985131E-1,3.586621270E0,4.130684361E0
1.124917350E1,-1.814287229E0,3.469720227E-1,2.280793004E0,2.934969244E0
1.125915250E1,-6.882006177E-1,-1.039624418E0,-3.172627877E0,3.408813088E0
1.126913250E1,-6.941957679E-1,-1.261874746E0,-3.260330265E0,3.564265573E0
1.127911250E1,-1.679239936E0,-1.740207392E-1,-1.825046983E0,2.486146912E0
