"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.691772396E1,3.067336480E0,-1.873927367E-1,6.347328007E-2,3.073710783E0
1.692770396E1,3.307060627E0,1.512750703E-1,-8.094395645E-1,3.408038519E0
1.693768396E1,3.680764366E0,2.192653245E-1,-1.857797822E0,4.128863808E0
1.694766396E1,4.432900486E0,-4.863906938E-1,-2.719852826E0,5.223483705E0
1.695764396E1,5.169301164E0,-1.252206960E0,-3.216887206E0,6.215952067E0
1.696762396E1,5.509966965E0,-1.613711067E0,-3.346784564E0,6.645657701E0
1.697760396E1,5.597616727E0,-1.837095755E0,-3.246699820E0,6.726759514E0
1.698758396E1,5.673086155E0,-2.006139345E0,-2.927570484E0,6.691724033E0
1.699756396E1,5.675693429E0,-1.882442667E0,-2.378745122E0,6.435488687E0
1.700754396E1,5.513019796E0,-1.480450684E0,-1.763585145E0,5.974558901E0
1.701752396E1,5.131611766E0,-9.594918358E-1,-1.170998928E0,5.350261899E0
1.702750396E1,4.467910105E0,-3.312371653E-1,-6.106842991E-1,4.521600831E0
1.703748396E1,3.628530604E0,2.864071476E-1,-1.882511079E-2,3.639865077E0
1.704746396E1,2.690393384E0,8.247053289E-1,7.614418908E-1,2.915158520E0
1.705744396E1,1.879455471E0,8.134278041E-1,1.636166714E0,2.621270527E0
1.706742396E1,1.394796284E0,-8.091669381E-2,2.072242702E0,2.499238684E0
1.707740396E1,6.533517972E-1,-6.046003443E-1,2.354099547E0,2.516782633E0
1.708738396E1,-3.899882340E-1,-9.562887311E-2,2.799770815E0,2.828418696E0
1.709736396E1,-1.209242496E0,5.001901227E-1,3.076318388E0,3.343081273E0
1.710734396E1,-1.716719127E0,7.011536622E-1,3.127013748E0,3.635513168E0
1.711732296E1,-2.055211663E0,5.609818697E-1,3.237302760E0,3.875399953E0
1.712730296E1,-2.436621447E0,9.874310017E-2,3.377341528E0,4.165730437E0
1.713728296E1,-2.880196635E0,-5.983660430E-1,3.637492046E0,4.678132423E0
1.714726296E1,-3.133507665E0,-1.558304606E0,4.475250700E0,5.681113655E0
1.715724296E1,-3.205859650E0,-2.598192149E0,5.561808379E0,6.925449515E0
1.716722296E1,-3.288331996E0,-3.360951490E0,6.187297901E0,7.771214677E0
1.717720296E1,-3.337211210E0,-3.527981883E0,5.968882177E0,7.694880718E0
1.718718296E1,-3.108515496E0,-2.967636191E0,5.106912543E0,6.674600278E0
1.719716296E1,-2.897176657E0,-1.963348836E0,4.062970541E0,5.362471524E0
1.720714296E1,-2.566641743E0,-1.120456327E0,3.916890721E0,4.815091395E0
1.721712296E1,-2.208045017E0,-3.562410289E-1,4.358198798E0,4.898598496E0
1.722710296E1,-1.972267740E0,5.653228426E-1,5.057029946E0,5.457378659E0
1.723708296E1,-2.017062236E0,1.471226116E0,5.519363440E0,6.057756939E0
1.724706296E1,-2.233374424E0,2.159143437E0,5.182705321E0,6.042375042E0
1.725704296E1,-2.350029300E0,2.698850797E0,4.356722960E0,5.638037627E0
1.726702296E1,-2.076674307E0,2.996562366E0,2.446307799E0,4.390487904E0
1.727700296E1,-1.090113225E0,2.949985201E0,-1.517358309E0,3.491867089E0
1.728698296E1,-7.214706901E-1,3.027703468E0,-1.587958614E0,3.494155235E0
1.729696296E1,-8.465277225E-1,3.194140953E0,-4.768416059E-1,3.338640970E0
1.730694296E1,-1.021108333E0,3.073353265E0,6.807316768E-1,3.309313846E0
1.731692296E1,-1.345523259E0,2.739284293E0,1.370042242E0,3.345314189E0
1.732690296E1,-1.789939277E0,2.105685852E0,1.544207408E0,3.165813014E0
1.733688296E1,-2.234375321E0,1.359980500E0,1.408697015E0,2.970927013E0
1.734686296E1,-2.420939215E0,6.967010075E-1,1.165722986E0,2.775833038E0
1.735684296E1,-2.261991721E0,1.120507783E-1,7.314317874E-1,2.379948399E0
1.736682296E1,-1.983566461E0,-4.387353015E-1,2.165926353E-1,2.043021522E0
1.737680296E1,-1.786473047E0,-7.789713317E-1,-1.660234293E-1,1.955977010E0
1.738678296E1,-1.865036237E0,-7.382957608E-1,-3.449611652E-1,2.035298258E0
1.739676296E1,-2.232915564E0,-3.755456114E-1,-4.301749047E-1,2.304776967E0
1.740674296E1,-2.762785422E0,1.347695500E-1,-5.531641424E-1,2.820839713E0
1.741672296E1,-3.330276997E0,6.175922728E-1,-7.231228209E-1,3.463390204E0
1.742670296E1,-3.737202276E0,1.052939113E0,-8.874459529E-1,3.982828385E0
1.743668296E1,-3.850968627E0,1.174879872E0,-9.587458042E-1,4.138779482E0
1.744666296E1,-3.744151399E0,9.435920870E-1,-9.797805047E-1,3.983592043E0
1.745664296E1,-3.498442042E0,5.947916400E-1,-1.090467128E0,3.712410588E0
1.746662296E1,-3.216636361E0,1.227044052E-1,-1.373036163E0,3.499576282E0
1.747660296E1,-3.549803107E0,-8.014462745E-1,-2.444742499E0,4.384083042E0
1.748658296E1,-4.347159255E0,-2.894566460E0,-4.511830881E0,6.901661139E0
1.749656296E1,-4.244182770E0,-7.193663356E0,-5.764096897E0,1.014823595E1
1.750654296E1,-2.446853051E0,-1.118328408E1,-3.761647146E0,1.205001751E1
1.751652296E1,-7.618654485E-1,-1.167075008E1,3.868685983E-1,1.170198760E1
1.752650296E1,4.547403733E-1,-1.146185129E1,3.107212737E0,1.188425827E1
1.753648296E1,1.415832227E0,-9.750777646E0,3.878146486E0,1.058878018E1
1.754646296E1,1.229472401E0,-6.542000527E0,3.555059754E0,7.546378147E0
1.755644296E1,6.348355655E-1,-3.665684397E0,2.876748825E0,4.702758987E0
1.756642296E1,2.607688612E-1,-1.255441055E0,2.224800652E0,2.567853302E0
1.757640296E1,-5.767371923E-2,9.904820788E-1,1.647050137E0,1.922798783E0
1.758638296E1,-4.515407038E-1,3.203250330E0,1.173953088E0,3.441346762E0
1.759636296E1,-1.175353642E0,4.941394240E0,8.945631838E-1,5.157429254E0
1.760634196E1,-2.052051536E0,6.224244118E0,6.895668197E-1,6.589964548E0
1.761632196E1,-2.699580822E0,7.098252000E0,4.854539698E-1,7.609768960E0
1.762630196E1,-3.031089883E0,7.619045956E0,1.882505232E-1,8.202000086E0
1.763628196E1,-3.317502877E0,7.664440230E0,-9.119668365E-2,8.352112680E0
1.764626196E1,-3.827041529E0,7.199230490E0,-1.878669459E-1,8.155394565E0
1.765624196E1,-4.025924044E0,5.895888460E0,-1.292474395E-1,7.140467075E0
1.766622196E1,-3.504228739E0,3.796709974E0,1.454874963E-1,5.168732175E0
1.767620196E1,-2.843492786E0,1.278238764E0,7.427045614E-1,3.204833166E0
1.768618196E1,-2.198981686E0,-1.049702679E0,1.954128946E0,3.123462199E0
1.769616196E1,-1.557555285E0,-2.950373456E0,3.014491684E0,4.496425481E0
1.770614196E1,-8.234239116E-1,-4.584271451E0,3.654692801E0,5.920333702E0
1.771612196E1,-2.535801481E-1,-5.727557647E0,4.295492088E0,7.163830802E0
1.772610196E1,9.449568272E-2,-5.732410251E0,4.783415337E0,7.466627016E0
1.773608196E1,1.626812339E-1,-4.696958991E0,4.644683713E0,6.607645249E0
1.774606233E1,1.679843661E-1,-3.637544087E0,3.936287690E0,5.362304216E0
1.775604233E1,1.355885987E-1,-2.454685689E0,3.163508559E0,4.006451361E0
1.776602233E1,8.502494752E-2,-1.170910197E0,2.461931559E0,2.727520290E0
1.777600233E1,-1.879558235E-2,7.174416661E-2,1.773440042E0,1.774990164E0
1.778598233E1,-1.164521237E-1,1.134313059E0,1.157596233E0,1.624886535E0
1.779596233E1,-1.865562925E-1,1.998444409E0,7.117027701E-1,2.129578394E0
1.780594233E1,-2.460096118E-1,2.658156515E0,2.776885106E-1,2.683920210E0
1.781592233E1,-1.758599809E-1,3.047536054E0,-1.084888007E-1,3.054533115E0
1.782590233E1,8.760415435E-2,3.018867740E0,-3.895789289E-1,3.045161516E0
1.783588233E1,4.653407174E-1,2.588538980E0,-6.355188127E-1,2.705727296E0
1.784586233E1,1.002087340E0,1.856445946E0,-7.316721810E-1,2.232916203E0
1.785584233E1,1.528074209E0,1.122141495E0,-8.248791374E-1,2.067519749E0
1.786582233E1,1.900509101E0,3.841480350E-1,-9.079766965E-1,2.141010565E0
1.787580233E1,2.200387357E0,-4.769106030E-1,-8.271699303E-1,2.398615921E0
1.788578233E1,2.385626272E0,-1.374406165E0,-7.810861234E-1,2.861870114E0
1.789576233E1,2.344593436E0,-2.178929830E0,-1.131365770E0,3.394825781E0
1.790574233E1,2.175283214E0,-3.047779883E0,-1.692307878E0,4.109102728E0
1.791572233E1,1.902960839E0,-3.515930772E0,-1.893890638E0,4.423782420E0
1.792570233E1,1.452516488E0,-3.411819343E0,-1.861511681E0,4.149161496E0
1.793568233E1,9.374911022E-1,-2.924122381E0,-1.921484233E0,3.622358752E0
1.794566233E1,3.122503790E-1,-2.148247150E0,-2.456734554E0,3.278415896E0
1.795564233E1,-2.944464844E-1,-1.061102995E0,-3.006973626E0,3.202269303E0
1.796562233E1,-7.501407579E-1,-2.256896603E-1,-3.320334976E0,3.411491072E0
1.797560233E1,-1.048844308E0,2.759833163E-1,-3.345449645E0,3.516855769E0
1.798558233E1,-1.303151996E0,5.508796352E-1,-3.122419883E0,3.427999332E0
1.799556233E1,-1.513130772E0,5.820002711E-1,-2.877642572E0,3.302895066E0
1.800554233E1,-1.534098595E0,2.199248904E-1,-2.574253648E0,3.004764101E0
1.801552233E1,-1.492538048E0,-1.282265157E-1,-2.149287662E0,2.619837651E0
1.802550233E1,-1.417739004E0,-3.101263779E-1,-1.657786210E0,2.203274238E0
1.803548233E1,-1.249451752E0,-2.762142813E-1,-1.109079984E0,1.693364232E0
1.804546233E1,-9.953104171E-1,-1.033892977E-1,-5.710908285E-1,1.152161841E0
1.805544233E1,-6.136907181E-1,9.757014871E-2,-7.547191277E-2,6.259650478E-1
1.806542233E1,-2.709041324E-1,2.234384823E-1,3.089638053E-1,4.677311592E-1
1.807540233E1,-3.775664091E-2,3.011427158E-1,5.281213948E-1,6.091179745E-1
1.808538233E1,5.008227915E-2,4.417939800E-1,6.057544385E-1,7.514177235E-1
1.809536233E1,8.559797466E-2,6.470306647E-1,5.949524385E-1,8.831444380E-1
1.810534233E1,2.228815350E-1,8.233405888E-1,5.751601982E-1,1.028773618E0
1.811532233E1,4.987429368E-1,9.377220672E-1,5.562238441E-1,1.198937929E0
1.812530233E1,7.049935287E-1,1.094045624E0,4.907521319E-1,1.390967058E0
1.813528233E1,8.394762728E-1,1.232724622E0,4.256607811E-1,1.550973084E0
1.814526233E1,1.062642567E0,9.749951434E-1,4.207149138E-1,1.502273542E0
1.815524233E1,1.272920429E0,4.884079832E-1,2.915063582E-1,1.394218323E0
1.816522233E1,1.446818669E0,2.281408131E-2,9.636430666E-2,1.450203718E0
1.817520233E1,1.696593303E0,-6.232430220E-1,-3.863138437E-2,1.807858701E0
1.818518233E1,2.050991582E0,-1.437275428E0,-1.054773384E-1,2.506681590E0
1.819516233E1,2.279758339E0,-2.081819857E0,-1.468224887E-1,3.090765090E0
1.820514233E1,2.124407760E0,-2.114319851E0,-2.738011354E-1,3.009721552E0
1.821512233E1,1.489661218E0,-1.451374819E0,-5.921370041E-1,2.162453616E0
1.822510333E1,5.814292905E-1,-4.470781088E-1,-1.452493976E0,1.627168586E0
1.823508333E1,-5.850896475E-1,5.329889095E-1,-6.483920134E0,6.532046186E0
1.824506233E1,-1.416282462E0,4.470056033E-1,-1.306758090E1,1.315170486E1
1.825504333E1,-1.996442322E0,-1.471827210E0,-1.119471656E1,1.146619973E1
1.826502333E1,-2.910838384E0,-3.152312311E0,-6.803103265E0,8.043150318E0
1.827500333E1,-4.306777506E0,-1.779063894E0,-3.093807410E0,5.593303596E0
1.828498333E1,-5.283956877E0,2.086929739E-1,-9.588639180E-1,5.374306750E0
1.829496333E1,-5.643372359E0,1.223260319E0,1.173839506E-1,5.775620866E0
1.830494333E1,-5.615453074E0,1.288685984E0,9.542760464E-1,5.839920168E0
1.831492333E1,-5.404935769E0,2.278291565E-1,1.712464693E0,5.674308074E0
1.832490333E1,-5.099412319E0,-1.570697195E0,2.475456753E0,5.882089919E0
1.833488333E1,-4.562378013E0,-3.836873329E0,3.445144379E0,6.885194977E0
1.834486333E1,-3.911571217E0,-6.065591615E0,4.039356560E0,8.270924522E0
1.835484333E1,-3.086624983E0,-7.426309449E0,4.030740688E0,8.995787698E0
1.836482333E1,-1.832813839E0,-7.395009888E0,3.884181397E0,8.551739177E0
1.837480333E1,2.452313474E-1,-6.008574246E0,1.710439217E-1,6.016008553E0
1.838478333E1,2.861018938E0,-3.773999389E0,-4.958512548E0,6.856773836E0
1.839476333E1,2.290348524E0,-9.199915552E-1,-4.120987784E0,4.803605015E0
1.840474333E1,5.265958562E-1,1.586670034E0,-2.372007229E0,2.901937851E0
1.841472333E1,-6.642673793E-1,3.118077448E0,-3.946122122E-1,3.212378701E0
1.842470333E1,-1.247355233E0,3.990068040E0,9.398627329E-1,4.284843054E0
1.843468333E1,-1.418072003E0,4.344632088E0,1.552400672E0,4.826665933E0
1.844466333E1,-1.190470887E0,4.018001944E0,1.472918301E0,4.441964529E0
1.845464333E1,-7.950827497E-1,3.116981680E0,5.691141772E-1,3.266744912E0
1.846462333E1,-3.413855928E-1,2.126452823E0,-4.989405727E-1,2.210721020E0
1.847460333E1,-1.540144908E-1,1.342879148E0,-1.208084455E0,1.812874215E0
1.848458333E1,-3.302922553E-1,7.096023041E-1,-1.575381399E0,1.759106295E0
1.849456333E1,-7.491248041E-1,2.368052173E-1,-1.723366826E0,1.894005782E0
1.850454333E1,-1.362656770E0,-4.166082680E-2,-1.661085793E0,2.148900908E0
1.851452333E1,-1.904774353E0,-1.149907583E-1,-1.146478776E0,2.226163020E0
1.852450333E1,-2.129246623E0,-2.858376288E-1,-3.696750069E-1,2.179920627E0
1.853448333E1,-2.074382783E0,-4.844114113E-1,3.543903852E-1,2.159470049E0
1.854446333E1,-1.984422201E0,-5.040791059E-1,9.006852186E-1,2.236797058E0
1.855444333E1,-1.979290684E0,-2.267813355E-1,1.220875239E0,2.336569652E0
1.856442333E1,-2.112621819E0,2.403147161E-1,1.325460877E0,2.505547575E0
1.857440333E1,-2.153611386E0,7.521741271E-1,1.400069010E0,2.676565178E0
1.858438333E1,-2.215040479E0,1.241189636E0,1.358469579E0,2.879651999E0
1.859436333E1,-2.096859773E0,1.499490387E0,1.535895152E0,3.000710957E0
1.860434333E1,-1.729906060E0,1.417424716E0,1.841540809E0,2.897057188E0
1.861432333E1,-1.107331667E0,1.094246183E0,2.060414954E0,2.582415132E0
1.862430333E1,-2.588921973E-1,7.225690895E-1,2.006677873E0,2.148461623E0
1.863428333E1,4.943797445E-1,4.031473929E-1,1.284787645E0,1.434440116E0
1.864426333E1,1.111614460E0,2.400282025E-1,-7.497764032E-2,1.139702546E0
1.865424333E1,1.373550425E0,4.386668891E-1,-1.551904829E0,2.118366826E0
1.866422333E1,1.103164356E0,9.813130599E-1,-2.155784211E0,2.612920298E0
1.867420333E1,6.632566881E-1,1.441898822E0,-1.834610689E0,2.425856143E0
1.868418333E1,5.974027142E-1,1.411261750E0,-1.027713640E0,1.845195127E0
1.869416333E1,9.362997320E-1,1.006374226E0,-7.767365259E-1,1.578849550E0
1.870414433E1,1.770928371E0,4.481732923E-1,-1.995119097E0,2.705096450E0
1.871412433E1,2.994220849E0,-7.386986339E-1,-3.149533714E0,4.408015061E0
1.872410433E1,4.296270060E0,-4.336072349E0,-9.442102108E-1,6.176648991E0
1.873408433E1,4.756898214E0,-7.852994224E0,1.838143723E0,9.363566160E0
1.874406350E1,3.256864912E0,-7.926096699E0,2.606036189E0,8.956651302E0
1.875404350E1,2.116157923E0,-7.387852896E0,1.512892206E0,7.832454124E0
1.876402350E1,2.082032695E0,-7.097355037E0,8.617743373E-2,7.396940936E0
1.877400350E1,2.567685178E0,-6.168242410E0,-1.009942782E0,6.757233607E0
1.878398350E1,2.503686526E0,-4.038050292E0,-1.411695614E0,4.956529117E0
1.879396350E1,1.799506345E0,-2.139043633E0,-1.248465326E0,3.061436986E0
1.880394350E1,1.422507700E0,-1.101110229E0,-8.620865786E-1,1.994784491E0
1.881392350E1,9.574119812E-1,2.969157636E-2,-5.418918800E-1,1.100529918E0
1.882390350E1,4.099801567E-1,1.023683739E0,-2.757816605E-1,1.136691537E0
1.883388350E1,-1.385342798E-1,2.022248424E0,-1.405403133E-1,2.031854329E0
1.884386350E1,-6.715307906E-1,3.040820526E0,-6.289623298E-2,3.114722943E0
1.885384350E1,-1.058935432E0,3.971793153E0,1.090944260E-3,4.110533577E0
1.886382350E1,-1.267959359E0,4.736532946E0,9.542180859E-2,4.904240064E0
1.887380350E1,-1.414203777E0,5.366066403E0,9.066922825E-2,5.550032601E0
1.888378350E1,-1.444046212E0,5.808731033E0,1.244445000E-1,5.986828218E0
1.889376350E1,-1.318776340E0,5.800364252E0,2.466098650E-1,5.953504256E0
1.890374350E1,-8.949648875E-1,5.183650231E0,4.651319718E-1,5.280865424E0
1.891372350E1,-1.840539765E-1,4.004943942E0,8.211911523E-1,4.092408429E0
1.892370350E1,6.283388704E-1,2.318130400E0,1.290317942E0,2.726436993E0
1.893368350E1,1.458454043E0,4.106090248E-1,1.824133648E0,2.371318522E0
1.894366350E1,2.175291400E0,-1.295647094E0,2.378654344E0,3.473987702E0
1.895364350E1,2.666582353E0,-2.485874738E0,2.864500662E0,4.636334619E0
1.896362350E1,2.888074589E0,-2.958294679E0,3.002068105E0,5.109294975E0
1.897360350E1,2.809440941E0,-2.474441092E0,2.710689654E0,4.622083461E0
1.898358350E1,2.454003319E0,-1.198035430E0,2.181028980E0,3.494897508E0
1.899356450E1,2.095522076E0,-5.502814651E-2,1.664640316E0,2.676801869E0
1.900354450E1,1.835450349E0,4.417419398E-1,1.242404103E0,2.259995991E0
1.901352450E1,1.622921309E0,4.807849681E-1,9.783771729E-1,1.955057455E0
1.902350450E1,1.399377285E0,5.028991377E-1,7.960439589E-1,1.686668406E0
1.903348450E1,1.163537735E0,5.147105134E-1,6.673345363E-1,1.436691462E0
1.904346450E1,9.125541893E-1,5.297255784E-1,5.693667039E-1,1.198975721E0
1.905344450E1,7.105700183E-1,5.442003608E-1,4.964907356E-1,1.023507125E0
1.906342450E1,5.735729715E-1,6.011767995E-1,4.547461474E-1,9.472030176E-1
1.907340450E1,3.895301047E-1,7.590650707E-1,4.057406330E-1,9.447427932E-1
1.908338450E1,2.043860610E-1,1.038678923E0,2.499028341E-1,1.087694348E0
1.909336450E1,2.076024681E-2,1.277177494E0,-3.410271585E-2,1.277801367E0
1.910334450E1,-4.195260286E-2,1.345585240E0,-4.463805360E-1,1.418314225E0
1.911332450E1,-5.794108316E-2,1.323089831E0,-1.145353918E0,1.750931029E0
1.912330450E1,-3.083967716E-2,1.107259161E0,-2.201250991E0,2.464240220E0
1.913328450E1,6.775797352E-2,7.693468148E-1,-3.038345400E0,3.134968650E0
1.914326450E1,3.555082266E-1,4.300375682E-1,-3.638400704E0,3.680934404E0
1.915324450E1,8.626294926E-1,2.520892543E-1,-3.951424377E0,4.052336763E0
1.916322450E1,1.467747608E0,3.489156371E-1,-3.464369732E0,3.778608580E0
1.917320450E1,1.966103751E0,6.478942984E-1,-2.699353657E0,3.401740900E0
1.918318450E1,2.283143000E0,9.236682844E-1,-1.950683767E0,3.141826255E0
1.919316450E1,2.534407797E0,9.169176739E-1,-1.272441834E0,2.980447806E0
1.920314450E1,2.806135510E0,6.410951561E-1,-7.431390095E-1,2.972819383E0
1.921312450E1,3.063082046E0,2.699372953E-1,-4.018161280E-1,3.101095607E0
1.922310550E1,3.350606596E0,-5.083569288E-2,-2.464273953E-1,3.360040966E0
1.923308550E1,3.555120565E0,-2.831572652E-1,-1.338737565E-1,3.568890928E0
1.924306550E1,3.560002990E0,-3.154321414E-1,-6.103221372E-2,3.574471102E0
1.925304550E1,3.369841597E0,-3.442653465E-1,-4.384476185E-2,3.387664886E0
1.926302550E1,3.229730323E0,-7.704466760E-1,7.437190533E-2,3.321186117E0
1.927300550E1,3.083782651E0,-1.345815035E0,1.575251591E-1,3.368344953E0
1.928298550E1,2.910705360E0,-2.033891400E0,1.266553688E-1,3.553162183E0
1.929296550E1,2.869773974E0,-2.713406855E0,-1.032296687E-1,3.950801917E0
1.930294550E1,3.023920319E0,-3.407236880E0,-9.547218235E-1,4.654551645E0
1.931292550E1,3.334212173E0,-4.464422826E0,-2.372308069E0,6.056062050E0
1.932290550E1,3.603758875E0,-5.768209829E0,-4.031716003E0,7.906583117E0
1.933288550E1,3.574396496E0,-6.599132502E0,-5.755516108E0,9.457844668E0
1.934286550E1,2.984868812E0,-5.705368048E0,-7.230409014E0,9.681915146E0
1.935284550E1,2.462053766E0,-4.010357879E0,-7.592624727E0,8.932672014E0
1.936282550E1,2.084690255E0,-2.906900577E0,-5.959646500E0,6.950783468E0
1.937280550E1,1.282813625E0,-1.898684478E0,-3.050549124E0,3.815293370E0
1.938278550E1,2.437572643E-1,-1.085373618E0,-4.122404710E-1,1.186337094E0
1.939276550E1,-5.763784656E-1,-5.765845799E-1,1.282514248E0,1.519705468E0
1.940274550E1,-1.203729449E0,-3.519649601E-1,2.186912448E0,2.520997814E0
1.941272550E1,-1.689274051E0,-3.829212892E-1,2.644250082E0,3.161065331E0
1.942270650E1,-1.929293482E0,-2.205452800E-2,2.875287606E0,3.462649066E0
1.943268650E1,-2.211238620E0,1.054545343E0,2.906705865E0,3.801391995E0
1.944266650E1,-2.600156521E0,1.576006467E0,2.714261134E0,4.075760520E0
1.945264650E1,-2.832235434E0,1.422786613E0,2.601524477E0,4.100464474E0
1.946262650E1,-2.862428994E0,7.626774806E-1,2.596072533E0,3.938879191E0
1.947260650E1,-2.717921198E0,-2.786677730E-1,2.967307577E0,4.033567357E0
1.948258650E1,-2.515295880E0,-1.454466827E0,3.816078876E0,4.796315785E0
1.949256650E1,-2.203474687E0,-2.438155026E0,5.055650588E0,6.029884202E0
1.950254650E1,-2.097889467E0,-2.943389542E0,5.666272979E0,6.720962110E0
1.951252650E1,-2.158703434E0,-2.672590367E0,5.287227809E0,6.305356270E0
1.952250650E1,-1.968335049E0,-1.963002681E0,5.057969593E0,5.771549081E0
1.953248650E1,-1.686195199E0,-1.105942369E0,5.148162895E0,5.529009311E0
1.954246650E1,-1.663712947E0,-9.735614061E-4,4.922473819E0,5.196026388E0
1.955244650E1,-1.857436464E0,1.297605911E0,4.433019477E0,4.978505097E0
1.956242650E1,-1.996603998E0,2.347397468E0,4.060912613E0,5.097814595E0
1.957240650E1,-2.170201398E0,3.143709887E0,3.849969338E0,5.423555095E0
1.958238650E1,-2.373436581E0,3.557635453E0,3.798374677E0,5.719931941E0
1.959236750E1,-2.595099849E0,3.461558683E0,3.706984743E0,5.697250883E0
1.960234750E1,-2.786621012E0,3.150107326E0,3.562876897E0,5.512034526E0
1.961232750E1,-2.754096167E0,2.616702095E0,3.336753373E0,5.056292973E0
1.962230750E1,-2.605081046E0,1.888695095E0,2.916228640E0,4.342580557E0
1.963228750E1,-2.205786383E0,9.177485633E-1,1.331530580E0,2.735092262E0
1.964226750E1,-8.909896579E-1,-7.239817768E-1,-2.876975112E0,3.097579374E0
1.965224750E1,-2.523368838E-1,-1.383787438E0,-2.537752404E0,2.901504583E0
1.966222750E1,-3.174289656E-1,-1.205554950E0,-1.054720906E0,1.632960524E0
1.967220750E1,-2.558984229E-1,-1.045190967E0,7.804629564E-2,1.078888032E0
1.968218750E1,-3.704567796E-1,-9.817434150E-1,1.381210570E0,1.734589576E0
1.969216750E1,-6.899284700E-1,-7.599877614E-1,2.727871113E0,2.914594912E0
1.970214750E1,-7.215610296E-1,-2.471799320E-1,3.386927161E0,3.471746511E0
1.971212750E1,-5.090509933E-1,1.861186284E-1,3.312976255E0,3.357020215E0
1.972210750E1,-2.892199507E-1,4.487854958E-1,2.634079435E0,2.687644149E0
1.973208750E1,7.807290047E-2,5.576033485E-1,1.334721698E0,1.448619647E0
1.974206963E1,8.186695406E-1,6.146470302E-1,-1.015672980E0,1.442082658E0
1.975204963E1,2.187476705E0,7.268533444E-1,-5.014417777E0,5.518854570E0
1.976202963E1,3.267643377E0,5.870037335E-1,-8.522099297E0,9.145941343E0
1.977200962E1,3.747382571E0,-5.478724122E-2,-9.632275050E0,1.033569545E1
1.978198963E1,4.052383280E0,-5.010818231E-1,-8.323781623E0,9.271366336E0
1.979196963E1,4.082303190E0,-5.327485889E-1,-5.895452843E0,7.190645632E0
1.980194963E1,3.785008526E0,-5.078575766E-1,-3.291262035E0,5.041489328E0
1.981192962E1,3.168376074E0,-4.633573419E-1,-1.433441409E0,3.508284659E0
1.982190963E1,2.341721576E0,-3.435940862E-1,-7.076721382E-1,2.470327244E0
1.983188963E1,1.149789762E0,2.656273127E-2,-5.172377530E-1,1.261053912E0
1.984186963E1,-3.111128032E-2,5.321948576E-1,3.939515499E-1,6.628703507E-1
1.985184963E1,-6.534380436E-1,7.166581392E-1,1.621000206E0,1.888973752E0
1.986182962E1,-9.739385515E-1,9.198091221E-1,2.024276823E0,2.427406389E0
1.987180963E1,-1.121801772E0,1.109095187E0,1.603329921E0,2.249266143E0
1.988178963E1,-9.000890949E-1,6.839301038E-1,7.449809555E-1,1.353852795E0
1.989177063E1,-5.544663173E-1,-1.464698285E0,1.439430127E0,2.127141992E0
1.990175062E1,-5.194531900E-1,-3.650034324E0,2.502332311E0,4.455810720E0
1.991173063E1,-7.198767391E-1,-4.090031455E0,2.560975206E0,4.879054604E0
1.992171063E1,-6.703435135E-1,-4.368134387E0,2.585291437E0,5.119930689E0
1.993169063E1,-3.562471685E-1,-5.282852923E0,2.771703011E0,5.976435780E0
1.994167063E1,-1.513852903E-1,-6.562913679E0,2.852943056E0,7.157795578E0
1.995165062E1,-1.947385937E-1,-7.349553634E0,2.817227093E0,7.873412871E0
1.996163063E1,-2.627329409E-2,-6.839754782E0,2.816332469E0,7.396936145E0
1.997161063E1,5.633049685E-1,-5.052532268E0,2.638112844E0,5.727567912E0
1.998159063E1,6.388132802E-1,-2.682534142E0,2.221312788E0,3.540946530E0
1.999157062E1,1.526270927E-1,-1.321266085E-1,6.442346723E-1,6.751227912E-1
2.000155063E1,-5.028228316E-1,2.582311111E0,-1.017849314E0,2.820847160E0
2.001153063E1,-1.097275772E0,3.720290374E0,-3.052994831E-1,3.890730312E0
2.002151163E1,-1.443005700E0,4.227469089E0,2.385979919E-1,4.473330901E0
2.003149163E1,-1.618340308E0,4.656385161E0,6.854164660E-1,4.977021585E0
2.004147162E1,-1.707215939E0,5.253968847E0,8.117350352E-1,5.583698476E0
2.005145163E1,-1.770657645E0,5.771579579E0,6.831378061E-1,6.075609977E0
2.006143163E1,-1.675164865E0,6.032264240E0,6.092336780E-1,6.290115648E0
2.007141163E1,-1.273389083E0,5.578642513E0,6.593437314E-1,5.759991857E0
2.008139162E1,-6.951064718E-1,4.321932027E0,8.635273325E-1,4.461832461E0
2.009137163E1,-1.325021459E-1,2.767393028E0,1.313094016E0,3.065980575E0
2.010135163E1,4.146991521E-1,1.127494036E0,1.921509669E0,2.266145978E0
2.011133163E1,9.378610848E-1,-4.603360856E-1,2.457849033E0,2.670676805E0
2.012131163E1,1.284249701E0,-1.763738927E0,2.820269984E0,3.565668953E0
2.013129162E1,1.400313570E0,-2.577335131E0,2.978400915E0,4.180240002E0
2.014127163E1,1.359605108E0,-2.780756840E0,3.007949234E0,4.316120161E0
2.015125263E1,1.153002953E0,-2.419916391E0,2.780179135E0,3.861969338E0
2.016123263E1,6.997629020E-1,-1.552597139E0,2.422255862E0,2.961004805E0
